Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.57,9593180.0,-90.195
-1.9,16.567,9600910.0,-90.232
-1.8,16.571,9603600.0,-90.218
-1.7,16.581,9604780.0,-90.193
-1.6,16.569,9601340.0,-90.208
-1.5,16.565,9602640.0,-90.227
-1.4,16.576,9600570.0,-90.208
-1.3,16.572,9606850.0,-90.212
-1.2,16.573,9604690.0,-90.179
-1.1,16.578,9596900.0,-90.211
-1.0,16.578,9601940.0,-90.183
-0.9,16.573,9601440.0,-90.188
-0.8,16.569,9600050.0,-90.213
-0.7,16.562,9604340.0,-90.215
-0.6,16.581,9602500.0,-90.168
-0.5,16.573,9603500.0,-90.213
-0.4,16.572,9606380.0,-90.198
-0.3,16.584,9604770.0,-90.175
-0.2,16.584,9599910.0,-90.192
-0.1,16.556,9608860.0,-90.242
0.0,16.566,9603800.0,-90.219
0.1,16.564,9604560.0,-90.248
0.2,16.564,9608640.0,-90.233
0.3,16.573,9607900.0,-90.219
0.4,16.573,9597410.0,-90.22
0.5,16.568,9604720.0,-90.244
0.6,16.578,9598940.0,-90.206
0.7,16.575,9598070.0,-90.218
0.8,16.566,9599090.0,-90.239
0.9,16.577,9608370.0,-90.213
1.0,16.575,9601710.0,-90.179
1.1,16.579,9607910.0,-90.24
1.2,16.578,9606700.0,-90.212
1.3,16.576,9606000.0,-90.176
1.4,16.569,9598920.0,-90.223
1.5,16.583,9608180.0,-90.243
1.6,16.574,9597390.0,-90.198
1.7,16.582,9599760.0,-90.207
1.8,16.578,9600460.0,-90.225
1.9,16.575,9599620.0,-90.191
2.0,16.577,9595430.0,-90.219
2.1,16.581,9600190.0,-90.196
2.2,16.584,9601500.0,-90.186
2.3,16.581,9601770.0,-90.194
2.4,16.565,9603130.0,-90.209
2.5,16.579,9601780.0,-90.189
2.6,16.563,9604990.0,-90.23
2.7,16.569,9603960.0,-90.206
2.8,16.577,9605990.0,-90.176
2.9,16.562,9600490.0,-90.213
3.0,16.572,9603770.0,-90.21
