Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.884,10682300.0,-90.28
-1.9,14.883,10680600.0,-90.267
-1.8,14.885,10675800.0,-90.261
-1.7,14.894,10671900.0,-90.254
-1.6,14.889,10676500.0,-90.268
-1.5,14.892,10687300.0,-90.285
-1.4,14.898,10684700.0,-90.198
-1.3,14.891,10688000.0,-90.223
-1.2,14.884,10688100.0,-90.267
-1.1,14.89,10686500.0,-90.195
-1.0,14.901,10682400.0,-90.2
-0.9,14.898,10671900.0,-90.251
-0.8,14.897,10674000.0,-90.225
-0.7,14.895,10676200.0,-90.188
-0.6,14.893,10678400.0,-90.244
-0.5,14.886,10683000.0,-90.252
-0.4,14.903,10688700.0,-90.186
-0.3,14.898,10688000.0,-90.224
-0.2,14.896,10690100.0,-90.257
-0.1,14.891,10685900.0,-90.191
0.0,14.894,10687700.0,-90.214
0.1,14.904,10678700.0,-90.223
0.2,14.894,10680000.0,-90.215
0.3,14.891,10683400.0,-90.22
0.4,14.903,10681300.0,-90.238
0.5,14.911,10686700.0,-90.224
0.6,14.897,10689800.0,-90.232
0.7,14.906,10687000.0,-90.222
0.8,14.913,10683300.0,-90.251
0.9,14.905,10680700.0,-90.213
1.0,14.898,10678100.0,-90.266
1.1,14.885,10682800.0,-90.257
1.2,14.889,10682900.0,-90.276
1.3,14.893,10680400.0,-90.266
1.4,14.89,10687000.0,-90.264
1.5,14.901,10693000.0,-90.272
1.6,14.915,10682400.0,-90.215
1.7,14.912,10688400.0,-90.243
1.8,14.898,10691200.0,-90.249
1.9,14.9,10681800.0,-90.192
2.0,14.893,10679100.0,-90.205
2.1,14.897,10678700.0,-90.271
2.2,14.899,10679000.0,-90.268
2.3,14.897,10678500.0,-90.216
2.4,14.894,10678300.0,-90.287
2.5,14.903,10685500.0,-90.238
2.6,14.892,10687700.0,-90.201
2.7,14.9,10691700.0,-90.245
2.8,14.899,10689200.0,-90.261
2.9,14.899,10687200.0,-90.234
3.0,14.881,10680900.0,-90.231
