Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.229,10445900.0,-90.292
-1.9,15.22,10449800.0,-90.298
-1.8,15.223,10438300.0,-90.331
-1.7,15.23,10432900.0,-90.298
-1.6,15.225,10442900.0,-90.331
-1.5,15.236,10452100.0,-90.311
-1.4,15.252,10444100.0,-90.171
-1.3,15.251,10454600.0,-90.229
-1.2,15.25,10455500.0,-90.289
-1.1,15.256,10444800.0,-90.203
-1.0,15.236,10441000.0,-90.216
-0.9,15.227,10434800.0,-90.307
-0.8,15.237,10433900.0,-90.27
-0.7,15.241,10433700.0,-90.25
-0.6,15.228,10433600.0,-90.284
-0.5,15.255,10439000.0,-90.261
-0.4,15.23,10453200.0,-90.234
-0.3,15.23,10452400.0,-90.269
-0.2,15.237,10448300.0,-90.286
-0.1,15.225,10448100.0,-90.224
0.0,15.224,10442700.0,-90.286
0.1,15.23,10435000.0,-90.233
0.2,15.226,10443200.0,-90.229
0.3,15.233,10447200.0,-90.221
0.4,15.227,10442300.0,-90.247
0.5,15.22,10457600.0,-90.214
0.6,15.247,10442500.0,-90.246
0.7,15.23,10444500.0,-90.232
0.8,15.222,10443500.0,-90.229
0.9,15.235,10443400.0,-90.24
1.0,15.231,10438500.0,-90.197
1.1,15.251,10443400.0,-90.262
1.2,15.251,10438000.0,-90.242
1.3,15.235,10435900.0,-90.219
1.4,15.251,10435800.0,-90.285
1.5,15.241,10437700.0,-90.312
1.6,15.248,10450600.0,-90.293
1.7,15.257,10442300.0,-90.322
1.8,15.254,10434200.0,-90.279
1.9,15.248,10436600.0,-90.329
2.0,15.238,10437600.0,-90.282
2.1,15.231,10457900.0,-90.268
2.2,15.238,10451500.0,-90.302
2.3,15.247,10436000.0,-90.329
2.4,15.238,10451000.0,-90.293
2.5,15.257,10442700.0,-90.236
2.6,15.239,10447400.0,-90.235
2.7,15.237,10446500.0,-90.261
2.8,15.242,10434800.0,-90.273
2.9,15.235,10441500.0,-90.262
3.0,15.223,10433700.0,-90.187
