Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.854,10050400.0,-90.196
-1.9,15.847,10047900.0,-90.187
-1.8,15.845,10049500.0,-90.211
-1.7,15.837,10051200.0,-90.198
-1.6,15.846,10048400.0,-90.178
-1.5,15.836,10049500.0,-90.157
-1.4,15.826,10045600.0,-90.21
-1.3,15.831,10045200.0,-90.199
-1.2,15.838,10045000.0,-90.178
-1.1,15.821,10043900.0,-90.197
-1.0,15.834,10041800.0,-90.228
-0.9,15.846,10054700.0,-90.178
-0.8,15.84,10051500.0,-90.202
-0.7,15.832,10050800.0,-90.213
-0.6,15.844,10051300.0,-90.166
-0.5,15.833,10049600.0,-90.158
-0.4,15.83,10039900.0,-90.211
-0.3,15.835,10038200.0,-90.195
-0.2,15.838,10038600.0,-90.163
-0.1,15.831,10047900.0,-90.209
0.0,15.843,10048900.0,-90.197
0.1,15.833,10054200.0,-90.152
0.2,15.832,10057500.0,-90.171
0.3,15.838,10055900.0,-90.209
0.4,15.837,10057400.0,-90.159
0.5,15.827,10054900.0,-90.158
0.6,15.84,10046800.0,-90.228
0.7,15.837,10044900.0,-90.19
0.8,15.836,10047600.0,-90.174
0.9,15.843,10049200.0,-90.243
1.0,15.844,10048900.0,-90.219
1.1,15.838,10049100.0,-90.144
1.2,15.847,10052000.0,-90.153
1.3,15.853,10056500.0,-90.175
1.4,15.849,10040900.0,-90.165
1.5,15.836,10050200.0,-90.203
1.6,15.825,10058800.0,-90.23
1.7,15.83,10052600.0,-90.239
1.8,15.837,10048100.0,-90.256
1.9,15.828,10055100.0,-90.186
2.0,15.837,10045400.0,-90.215
2.1,15.851,10040700.0,-90.216
2.2,15.837,10039900.0,-90.194
2.3,15.828,10043800.0,-90.18
2.4,15.839,10047800.0,-90.204
2.5,15.834,10046800.0,-90.189
2.6,15.845,10046600.0,-90.163
2.7,15.846,10048800.0,-90.178
2.8,15.842,10047300.0,-90.169
2.9,15.835,10044900.0,-90.192
3.0,15.85,10051800.0,-90.207
