Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.107,9876170.0,-90.036
-1.9,16.111,9870700.0,-90.036
-1.8,16.111,9873950.0,-90.067
-1.7,16.125,9875230.0,-90.074
-1.6,16.114,9873070.0,-90.05
-1.5,16.124,9869030.0,-90.045
-1.4,16.118,9864800.0,-90.064
-1.3,16.113,9867110.0,-90.044
-1.2,16.116,9869270.0,-90.025
-1.1,16.116,9867730.0,-90.071
-1.0,16.128,9875520.0,-90.037
-0.9,16.125,9871590.0,-90.055
-0.8,16.119,9872470.0,-90.044
-0.7,16.126,9872940.0,-90.028
-0.6,16.118,9871250.0,-90.061
-0.5,16.115,9865390.0,-90.044
-0.4,16.114,9872480.0,-90.059
-0.3,16.111,9873630.0,-90.072
-0.2,16.121,9868210.0,-90.071
-0.1,16.122,9874750.0,-90.073
0.0,16.121,9876490.0,-90.082
0.1,16.119,9874120.0,-90.01
0.2,16.112,9872070.0,-90.013
0.3,16.114,9875690.0,-90.034
0.4,16.116,9875020.0,-90.008
0.5,16.12,9866720.0,-90.014
0.6,16.133,9871340.0,-90.09
0.7,16.125,9868640.0,-90.085
0.8,16.116,9866870.0,-90.045
0.9,16.125,9874880.0,-90.099
1.0,16.117,9877220.0,-90.063
1.1,16.127,9872590.0,-90.04
1.2,16.128,9874920.0,-90.032
1.3,16.13,9879300.0,-90.053
1.4,16.121,9868850.0,-90.041
1.5,16.115,9870560.0,-90.054
1.6,16.116,9873820.0,-90.101
1.7,16.123,9871910.0,-90.11
1.8,16.12,9871950.0,-90.107
1.9,16.121,9876250.0,-90.076
2.0,16.126,9874040.0,-90.083
2.1,16.124,9867820.0,-90.069
2.2,16.127,9867540.0,-90.044
2.3,16.122,9870890.0,-90.051
2.4,16.129,9868840.0,-90.093
2.5,16.124,9867370.0,-90.053
2.6,16.111,9873570.0,-90.047
2.7,16.114,9873910.0,-90.072
2.8,16.126,9874250.0,-90.047
2.9,16.118,9870610.0,-90.033
3.0,16.118,9877270.0,-90.061
