Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.73,10124700.0,-90.1
-1.9,15.717,10129300.0,-90.067
-1.8,15.714,10126700.0,-90.064
-1.7,15.714,10131500.0,-90.052
-1.6,15.724,10128400.0,-90.098
-1.5,15.716,10133100.0,-90.083
-1.4,15.727,10124800.0,-90.078
-1.3,15.72,10126500.0,-90.096
-1.2,15.72,10126400.0,-90.115
-1.1,15.719,10138100.0,-90.019
-1.0,15.729,10125200.0,-90.033
-0.9,15.722,10131900.0,-90.077
-0.8,15.721,10132700.0,-90.071
-0.7,15.72,10135900.0,-90.042
-0.6,15.717,10124300.0,-90.008
-0.5,15.705,10126600.0,-90.082
-0.4,15.712,10132600.0,-90.013
-0.3,15.712,10128300.0,-89.996
-0.2,15.717,10126000.0,-89.996
-0.1,15.722,10127700.0,-90.103
0.0,15.726,10136800.0,-90.051
0.1,15.722,10126900.0,-90.024
0.2,15.72,10125800.0,-90.023
0.3,15.718,10126100.0,-90.047
0.4,15.706,10137200.0,-90.063
0.5,15.719,10134100.0,-90.016
0.6,15.7,10128600.0,-90.081
0.7,15.705,10129500.0,-90.106
0.8,15.717,10129300.0,-90.098
0.9,15.723,10140300.0,-90.027
1.0,15.719,10127600.0,-90.012
1.1,15.731,10133100.0,-90.103
1.2,15.732,10133500.0,-90.091
1.3,15.727,10133500.0,-90.091
1.4,15.716,10134800.0,-90.014
1.5,15.737,10128200.0,-90.033
1.6,15.715,10133300.0,-90.071
1.7,15.715,10132600.0,-90.082
1.8,15.719,10133000.0,-90.087
1.9,15.729,10132000.0,-90.016
2.0,15.706,10122100.0,-90.044
2.1,15.719,10133600.0,-90.067
2.2,15.723,10136800.0,-90.068
2.3,15.721,10137800.0,-90.066
2.4,15.732,10128900.0,-90.042
2.5,15.736,10120800.0,-90.063
2.6,15.722,10135900.0,-90.064
2.7,15.727,10132900.0,-90.06
2.8,15.725,10134900.0,-90.054
2.9,15.715,10127200.0,-90.046
3.0,15.71,10116800.0,-90.087
