Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,13.548,11746700.0,-90.248
-1.9,13.547,11738200.0,-90.269
-1.8,13.551,11740100.0,-90.257
-1.7,13.553,11746900.0,-90.287
-1.6,13.547,11746200.0,-90.247
-1.5,13.551,11743400.0,-90.279
-1.4,13.546,11745400.0,-90.232
-1.3,13.549,11741000.0,-90.245
-1.2,13.549,11740900.0,-90.267
-1.1,13.551,11743400.0,-90.246
-1.0,13.545,11741200.0,-90.255
-0.9,13.547,11742200.0,-90.248
-0.8,13.545,11743800.0,-90.254
-0.7,13.549,11744600.0,-90.287
-0.6,13.546,11745900.0,-90.239
-0.5,13.552,11743900.0,-90.237
-0.4,13.552,11745200.0,-90.244
-0.3,13.548,11740500.0,-90.259
-0.2,13.543,11741900.0,-90.253
-0.1,13.544,11750700.0,-90.21
0.0,13.543,11745800.0,-90.234
0.1,13.546,11746800.0,-90.217
0.2,13.549,11751200.0,-90.215
0.3,13.553,11742000.0,-90.245
0.4,13.543,11753400.0,-90.269
0.5,13.541,11749300.0,-90.243
0.6,13.544,11754300.0,-90.269
0.7,13.542,11749100.0,-90.217
0.8,13.542,11751900.0,-90.234
0.9,13.553,11749900.0,-90.281
1.0,13.545,11751200.0,-90.252
1.1,13.551,11749800.0,-90.28
1.2,13.555,11752300.0,-90.283
1.3,13.552,11752400.0,-90.26
1.4,13.547,11742800.0,-90.261
1.5,13.555,11752200.0,-90.263
1.6,13.551,11748300.0,-90.276
1.7,13.55,11748100.0,-90.272
1.8,13.546,11743700.0,-90.27
1.9,13.55,11745600.0,-90.261
2.0,13.544,11745400.0,-90.28
2.1,13.551,11748000.0,-90.29
2.2,13.55,11745300.0,-90.243
2.3,13.547,11744900.0,-90.24
2.4,13.55,11746100.0,-90.271
2.5,13.553,11747600.0,-90.249
2.6,13.546,11743000.0,-90.27
2.7,13.547,11747100.0,-90.254
2.8,13.543,11747700.0,-90.228
2.9,13.557,11745000.0,-90.279
3.0,13.55,11748200.0,-90.257
