Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.735,10115900.0,-90.194
-1.9,15.722,10106600.0,-90.214
-1.8,15.731,10105000.0,-90.215
-1.7,15.739,10110100.0,-90.236
-1.6,15.737,10119100.0,-90.204
-1.5,15.735,10113200.0,-90.218
-1.4,15.742,10118100.0,-90.212
-1.3,15.735,10119400.0,-90.184
-1.2,15.728,10114900.0,-90.166
-1.1,15.743,10114900.0,-90.247
-1.0,15.742,10117100.0,-90.192
-0.9,15.74,10112100.0,-90.225
-0.8,15.742,10120300.0,-90.237
-0.7,15.746,10117800.0,-90.219
-0.6,15.73,10107400.0,-90.207
-0.5,15.745,10112500.0,-90.236
-0.4,15.733,10111100.0,-90.18
-0.3,15.739,10111800.0,-90.199
-0.2,15.74,10116000.0,-90.221
-0.1,15.734,10114600.0,-90.185
0.0,15.729,10108400.0,-90.22
0.1,15.731,10113800.0,-90.204
0.2,15.732,10115400.0,-90.219
0.3,15.732,10115100.0,-90.217
0.4,15.727,10115100.0,-90.2
0.5,15.727,10119100.0,-90.204
0.6,15.727,10114800.0,-90.218
0.7,15.728,10111900.0,-90.202
0.8,15.731,10113400.0,-90.248
0.9,15.738,10118900.0,-90.205
1.0,15.73,10116100.0,-90.208
1.1,15.731,10117500.0,-90.197
1.2,15.726,10109500.0,-90.183
1.3,15.722,10113700.0,-90.216
1.4,15.738,10120100.0,-90.215
1.5,15.73,10109600.0,-90.224
1.6,15.74,10121000.0,-90.201
1.7,15.742,10119100.0,-90.205
1.8,15.736,10113800.0,-90.193
1.9,15.734,10113000.0,-90.227
2.0,15.741,10110700.0,-90.191
2.1,15.735,10116400.0,-90.224
2.2,15.736,10113900.0,-90.216
2.3,15.737,10111900.0,-90.225
2.4,15.735,10113600.0,-90.213
2.5,15.735,10111400.0,-90.195
2.6,15.734,10108400.0,-90.203
2.7,15.732,10106800.0,-90.219
2.8,15.734,10113100.0,-90.24
2.9,15.738,10111800.0,-90.19
3.0,15.729,10111000.0,-90.207
