Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,13.568,11727800.0,-90.304
-1.9,13.568,11728300.0,-90.293
-1.8,13.568,11729400.0,-90.3
-1.7,13.568,11732400.0,-90.298
-1.6,13.565,11731400.0,-90.274
-1.5,13.565,11730600.0,-90.288
-1.4,13.564,11729000.0,-90.281
-1.3,13.564,11731900.0,-90.272
-1.2,13.566,11732900.0,-90.268
-1.1,13.569,11735000.0,-90.277
-1.0,13.563,11731600.0,-90.262
-0.9,13.562,11731700.0,-90.258
-0.8,13.564,11730800.0,-90.278
-0.7,13.566,11732800.0,-90.281
-0.6,13.57,11734100.0,-90.293
-0.5,13.567,11731500.0,-90.276
-0.4,13.562,11732500.0,-90.281
-0.3,13.564,11736300.0,-90.269
-0.2,13.567,11735600.0,-90.273
-0.1,13.565,11732600.0,-90.284
0.0,13.566,11735600.0,-90.297
0.1,13.565,11740600.0,-90.291
0.2,13.566,11740400.0,-90.293
0.3,13.572,11734900.0,-90.303
0.4,13.559,11737600.0,-90.271
0.5,13.563,11734400.0,-90.298
0.6,13.567,11733200.0,-90.297
0.7,13.564,11729200.0,-90.3
0.8,13.566,11733300.0,-90.311
0.9,13.565,11734200.0,-90.306
1.0,13.564,11730100.0,-90.288
1.1,13.559,11731300.0,-90.287
1.2,13.559,11734200.0,-90.282
1.3,13.561,11732200.0,-90.292
1.4,13.564,11733800.0,-90.291
1.5,13.562,11733600.0,-90.298
1.6,13.562,11732800.0,-90.312
1.7,13.564,11731500.0,-90.281
1.8,13.564,11731700.0,-90.305
1.9,13.568,11732600.0,-90.286
2.0,13.569,11729600.0,-90.291
2.1,13.565,11732600.0,-90.281
2.2,13.564,11732500.0,-90.278
2.3,13.571,11731000.0,-90.296
2.4,13.564,11726800.0,-90.278
2.5,13.569,11727500.0,-90.288
2.6,13.569,11731500.0,-90.29
2.7,13.572,11732300.0,-90.287
2.8,13.571,11731700.0,-90.278
2.9,13.566,11730700.0,-90.266
3.0,13.567,11733000.0,-90.263
