Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.19,11210100.0,-90.215
-1.9,14.2,11207100.0,-90.227
-1.8,14.199,11205800.0,-90.217
-1.7,14.202,11208700.0,-90.227
-1.6,14.2,11214000.0,-90.216
-1.5,14.202,11210100.0,-90.215
-1.4,14.196,11208000.0,-90.216
-1.3,14.194,11202900.0,-90.223
-1.2,14.198,11209400.0,-90.232
-1.1,14.194,11213000.0,-90.197
-1.0,14.204,11210700.0,-90.227
-0.9,14.199,11215700.0,-90.209
-0.8,14.204,11216600.0,-90.198
-0.7,14.194,11212200.0,-90.218
-0.6,14.194,11211700.0,-90.238
-0.5,14.196,11215100.0,-90.206
-0.4,14.192,11214200.0,-90.253
-0.3,14.199,11217000.0,-90.264
-0.2,14.2,11218400.0,-90.22
-0.1,14.19,11209100.0,-90.223
0.0,14.193,11214900.0,-90.252
0.1,14.188,11209300.0,-90.229
0.2,14.195,11207700.0,-90.239
0.3,14.197,11211000.0,-90.243
0.4,14.189,11209000.0,-90.234
0.5,14.195,11212700.0,-90.226
0.6,14.19,11208200.0,-90.24
0.7,14.193,11210300.0,-90.238
0.8,14.196,11213100.0,-90.269
0.9,14.192,11212600.0,-90.25
1.0,14.192,11218000.0,-90.228
1.1,14.196,11209200.0,-90.221
1.2,14.196,11206700.0,-90.231
1.3,14.205,11209000.0,-90.25
1.4,14.196,11211600.0,-90.222
1.5,14.191,11208200.0,-90.249
1.6,14.195,11214400.0,-90.254
1.7,14.196,11217300.0,-90.228
1.8,14.2,11208600.0,-90.225
1.9,14.188,11208600.0,-90.267
2.0,14.195,11214200.0,-90.228
2.1,14.196,11211800.0,-90.258
2.2,14.193,11211300.0,-90.234
2.3,14.197,11210100.0,-90.216
2.4,14.198,11210800.0,-90.24
2.5,14.194,11212400.0,-90.223
2.6,14.2,11208700.0,-90.236
2.7,14.196,11208100.0,-90.244
2.8,14.192,11208800.0,-90.23
2.9,14.205,11210500.0,-90.216
3.0,14.191,11211100.0,-90.244
