Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.612,9576980.0,-90.174
-1.9,16.613,9579830.0,-90.193
-1.8,16.613,9582650.0,-90.193
-1.7,16.611,9584420.0,-90.191
-1.6,16.606,9580730.0,-90.14
-1.5,16.609,9576960.0,-90.167
-1.4,16.611,9584620.0,-90.169
-1.3,16.61,9583770.0,-90.148
-1.2,16.609,9583920.0,-90.151
-1.1,16.602,9579210.0,-90.147
-1.0,16.61,9582380.0,-90.198
-0.9,16.61,9578060.0,-90.194
-0.8,16.61,9576820.0,-90.172
-0.7,16.605,9582890.0,-90.166
-0.6,16.607,9584220.0,-90.177
-0.5,16.605,9583290.0,-90.156
-0.4,16.602,9582590.0,-90.183
-0.3,16.6,9582230.0,-90.174
-0.2,16.6,9581090.0,-90.162
-0.1,16.616,9580610.0,-90.184
0.0,16.606,9577640.0,-90.176
0.1,16.601,9582050.0,-90.175
0.2,16.602,9580830.0,-90.176
0.3,16.603,9581310.0,-90.181
0.4,16.62,9583730.0,-90.19
0.5,16.611,9579950.0,-90.202
0.6,16.606,9582160.0,-90.186
0.7,16.616,9582420.0,-90.183
0.8,16.613,9582070.0,-90.185
0.9,16.619,9578370.0,-90.176
1.0,16.616,9583390.0,-90.196
1.1,16.619,9583470.0,-90.189
1.2,16.62,9581080.0,-90.18
1.3,16.618,9581780.0,-90.174
1.4,16.613,9576320.0,-90.176
1.5,16.612,9577730.0,-90.18
1.6,16.619,9578130.0,-90.172
1.7,16.619,9580280.0,-90.149
1.8,16.62,9577130.0,-90.156
1.9,16.605,9578170.0,-90.199
2.0,16.613,9580090.0,-90.157
2.1,16.625,9573340.0,-90.148
2.2,16.618,9574520.0,-90.142
2.3,16.61,9576200.0,-90.148
2.4,16.608,9581250.0,-90.201
2.5,16.61,9581510.0,-90.174
2.6,16.606,9576620.0,-90.177
2.7,16.606,9577770.0,-90.154
2.8,16.6,9576910.0,-90.161
2.9,16.614,9582580.0,-90.184
3.0,16.609,9580460.0,-90.185
