Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.192,9829220.0,-90.176
-1.9,16.185,9829390.0,-90.203
-1.8,16.181,9829730.0,-90.206
-1.7,16.186,9830880.0,-90.181
-1.6,16.18,9826810.0,-90.228
-1.5,16.18,9834310.0,-90.232
-1.4,16.184,9832860.0,-90.177
-1.3,16.19,9834840.0,-90.201
-1.2,16.192,9833740.0,-90.204
-1.1,16.177,9831810.0,-90.194
-1.0,16.186,9828070.0,-90.21
-0.9,16.192,9835520.0,-90.237
-0.8,16.189,9832570.0,-90.235
-0.7,16.191,9832270.0,-90.245
-0.6,16.179,9839030.0,-90.226
-0.5,16.189,9834990.0,-90.197
-0.4,16.19,9824300.0,-90.213
-0.3,16.192,9828410.0,-90.21
-0.2,16.192,9828660.0,-90.192
-0.1,16.183,9826380.0,-90.232
0.0,16.187,9832500.0,-90.227
0.1,16.192,9834380.0,-90.193
0.2,16.189,9837620.0,-90.183
0.3,16.188,9836030.0,-90.206
0.4,16.189,9828550.0,-90.186
0.5,16.195,9828330.0,-90.195
0.6,16.193,9831860.0,-90.236
0.7,16.192,9829780.0,-90.23
0.8,16.191,9830030.0,-90.225
0.9,16.194,9830810.0,-90.219
1.0,16.197,9828770.0,-90.197
1.1,16.194,9828580.0,-90.186
1.2,16.19,9829150.0,-90.204
1.3,16.185,9831080.0,-90.205
1.4,16.192,9832330.0,-90.184
1.5,16.194,9832740.0,-90.198
1.6,16.182,9828920.0,-90.203
1.7,16.187,9830250.0,-90.203
1.8,16.185,9828740.0,-90.201
1.9,16.186,9834350.0,-90.22
2.0,16.184,9833480.0,-90.243
2.1,16.189,9832100.0,-90.187
2.2,16.191,9833090.0,-90.19
2.3,16.19,9833810.0,-90.204
2.4,16.184,9829080.0,-90.213
2.5,16.176,9829960.0,-90.19
2.6,16.194,9830880.0,-90.241
2.7,16.189,9830720.0,-90.225
2.8,16.185,9830530.0,-90.234
2.9,16.197,9835570.0,-90.241
3.0,16.185,9836980.0,-90.221
