Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.46,11011700.0,-90.251
-1.9,14.456,11006200.0,-90.239
-1.8,14.456,11008700.0,-90.25
-1.7,14.454,11010800.0,-90.236
-1.6,14.442,11008500.0,-90.256
-1.5,14.453,11005300.0,-90.291
-1.4,14.46,11017400.0,-90.242
-1.3,14.459,11016000.0,-90.256
-1.2,14.464,11011800.0,-90.274
-1.1,14.451,11013500.0,-90.212
-1.0,14.45,11007500.0,-90.223
-0.9,14.463,11008700.0,-90.298
-0.8,14.464,11003700.0,-90.287
-0.7,14.463,11002400.0,-90.263
-0.6,14.454,11012000.0,-90.305
-0.5,14.453,11012200.0,-90.259
-0.4,14.461,11004700.0,-90.22
-0.3,14.46,11003500.0,-90.218
-0.2,14.464,11009400.0,-90.219
-0.1,14.465,11001000.0,-90.273
0.0,14.457,11010500.0,-90.272
0.1,14.456,11015900.0,-90.246
0.2,14.455,11017300.0,-90.27
0.3,14.449,11014100.0,-90.261
0.4,14.462,11010400.0,-90.216
0.5,14.458,11004700.0,-90.24
0.6,14.45,11006400.0,-90.282
0.7,14.455,11004300.0,-90.286
0.8,14.452,11003000.0,-90.273
0.9,14.458,11014100.0,-90.281
1.0,14.456,11010200.0,-90.249
1.1,14.458,11004800.0,-90.222
1.2,14.458,11005800.0,-90.239
1.3,14.458,11009000.0,-90.194
1.4,14.448,11004800.0,-90.252
1.5,14.464,11006800.0,-90.211
1.6,14.458,11009900.0,-90.24
1.7,14.455,11013500.0,-90.248
1.8,14.459,11012300.0,-90.264
1.9,14.462,11012900.0,-90.232
2.0,14.455,11016800.0,-90.256
2.1,14.449,11009900.0,-90.231
2.2,14.451,11010000.0,-90.23
2.3,14.452,11009200.0,-90.245
2.4,14.452,11012200.0,-90.254
2.5,14.444,11008600.0,-90.236
2.6,14.457,11015500.0,-90.248
2.7,14.455,11015800.0,-90.257
2.8,14.449,11014200.0,-90.261
2.9,14.456,11010200.0,-90.263
3.0,14.467,11019000.0,-90.263
