Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.242,11179500.0,-90.232
-1.9,14.242,11180900.0,-90.216
-1.8,14.239,11181400.0,-90.246
-1.7,14.239,11180400.0,-90.283
-1.6,14.242,11185600.0,-90.266
-1.5,14.241,11183300.0,-90.256
-1.4,14.235,11178100.0,-90.215
-1.3,14.237,11184800.0,-90.231
-1.2,14.24,11182000.0,-90.255
-1.1,14.237,11184900.0,-90.23
-1.0,14.251,11179200.0,-90.259
-0.9,14.246,11175000.0,-90.241
-0.8,14.242,11179500.0,-90.236
-0.7,14.244,11182400.0,-90.275
-0.6,14.239,11176200.0,-90.252
-0.5,14.235,11169700.0,-90.279
-0.4,14.246,11175400.0,-90.239
-0.3,14.243,11175900.0,-90.253
-0.2,14.243,11174000.0,-90.268
-0.1,14.244,11176400.0,-90.249
0.0,14.249,11171900.0,-90.296
0.1,14.238,11176900.0,-90.265
0.2,14.24,11175700.0,-90.289
0.3,14.246,11170000.0,-90.271
0.4,14.24,11176600.0,-90.267
0.5,14.233,11177900.0,-90.277
0.6,14.243,11177000.0,-90.208
0.7,14.237,11176600.0,-90.249
0.8,14.234,11174100.0,-90.287
0.9,14.243,11181100.0,-90.291
1.0,14.243,11174200.0,-90.259
1.1,14.236,11173400.0,-90.214
1.2,14.245,11180200.0,-90.221
1.3,14.245,11183600.0,-90.262
1.4,14.238,11179000.0,-90.222
1.5,14.242,11178000.0,-90.264
1.6,14.235,11175000.0,-90.248
1.7,14.23,11179300.0,-90.244
1.8,14.232,11177900.0,-90.218
1.9,14.232,11177800.0,-90.24
2.0,14.241,11182600.0,-90.277
2.1,14.237,11174500.0,-90.248
2.2,14.24,11174300.0,-90.243
2.3,14.242,11179200.0,-90.248
2.4,14.241,11181000.0,-90.244
2.5,14.234,11181800.0,-90.232
2.6,14.241,11170300.0,-90.232
2.7,14.243,11173800.0,-90.221
2.8,14.235,11184000.0,-90.223
2.9,14.244,11174600.0,-90.225
3.0,14.246,11175600.0,-90.235
