Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.247,9800220.0,-90.21
-1.9,16.248,9801210.0,-90.203
-1.8,16.25,9795140.0,-90.242
-1.7,16.254,9794190.0,-90.23
-1.6,16.248,9793860.0,-90.26
-1.5,16.244,9800080.0,-90.238
-1.4,16.236,9801040.0,-90.187
-1.3,16.233,9802140.0,-90.233
-1.2,16.232,9796610.0,-90.241
-1.1,16.244,9798000.0,-90.24
-1.0,16.244,9794890.0,-90.233
-0.9,16.253,9796120.0,-90.197
-0.8,16.256,9798670.0,-90.214
-0.7,16.246,9796760.0,-90.24
-0.6,16.258,9797980.0,-90.212
-0.5,16.246,9789970.0,-90.2
-0.4,16.245,9792300.0,-90.201
-0.3,16.247,9794360.0,-90.213
-0.2,16.256,9790140.0,-90.228
-0.1,16.25,9793610.0,-90.21
0.0,16.258,9788770.0,-90.22
0.1,16.248,9796920.0,-90.21
0.2,16.249,9790980.0,-90.227
0.3,16.254,9788010.0,-90.198
0.4,16.247,9790470.0,-90.225
0.5,16.248,9795780.0,-90.221
0.6,16.24,9798460.0,-90.223
0.7,16.245,9794870.0,-90.231
0.8,16.251,9786530.0,-90.182
0.9,16.245,9789610.0,-90.228
1.0,16.241,9795580.0,-90.203
1.1,16.257,9798820.0,-90.215
1.2,16.246,9795860.0,-90.227
1.3,16.234,9792590.0,-90.193
1.4,16.248,9791290.0,-90.213
1.5,16.248,9800490.0,-90.205
1.6,16.252,9795580.0,-90.228
1.7,16.253,9795700.0,-90.233
1.8,16.25,9798020.0,-90.209
1.9,16.255,9798190.0,-90.194
2.0,16.241,9798900.0,-90.198
2.1,16.235,9792820.0,-90.191
2.2,16.247,9799480.0,-90.203
2.3,16.247,9800680.0,-90.228
2.4,16.25,9800510.0,-90.195
2.5,16.255,9797680.0,-90.191
2.6,16.245,9792930.0,-90.177
2.7,16.244,9796330.0,-90.206
2.8,16.252,9800800.0,-90.235
2.9,16.244,9798830.0,-90.199
3.0,16.254,9793670.0,-90.214
