Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.682,9529770.0,-89.997
-1.9,16.678,9527280.0,-90.016
-1.8,16.695,9533640.0,-89.972
-1.7,16.703,9538400.0,-89.981
-1.6,16.699,9533520.0,-89.987
-1.5,16.683,9535710.0,-90.009
-1.4,16.697,9534000.0,-90.059
-1.3,16.692,9526660.0,-90.036
-1.2,16.694,9530870.0,-90.008
-1.1,16.691,9527240.0,-90.023
-1.0,16.693,9535830.0,-90.008
-0.9,16.685,9535790.0,-90.057
-0.8,16.699,9531910.0,-90.053
-0.7,16.713,9527200.0,-90.027
-0.6,16.708,9531580.0,-90.019
-0.5,16.706,9528450.0,-89.977
-0.4,16.691,9535490.0,-90.025
-0.3,16.708,9529390.0,-90.007
-0.2,16.7,9528820.0,-90.019
-0.1,16.701,9532450.0,-89.999
0.0,16.686,9530060.0,-90.029
0.1,16.699,9537150.0,-90.004
0.2,16.693,9536170.0,-90.05
0.3,16.684,9533050.0,-90.046
0.4,16.688,9536430.0,-90.049
0.5,16.68,9540080.0,-90.036
0.6,16.685,9538630.0,-89.966
0.7,16.68,9544190.0,-89.985
0.8,16.694,9541800.0,-90.019
0.9,16.687,9542720.0,-89.999
1.0,16.691,9537100.0,-90.009
1.1,16.681,9528710.0,-90.003
1.2,16.688,9532150.0,-89.973
1.3,16.701,9536530.0,-89.979
1.4,16.69,9533900.0,-89.981
1.5,16.696,9539940.0,-90.014
1.6,16.677,9534500.0,-90.042
1.7,16.691,9531140.0,-90.036
1.8,16.7,9535130.0,-90.011
1.9,16.691,9532370.0,-90.023
2.0,16.709,9533800.0,-89.974
2.1,16.686,9536370.0,-90.05
2.2,16.691,9533270.0,-90.041
2.3,16.699,9533080.0,-90.033
2.4,16.697,9528870.0,-90.038
2.5,16.703,9529330.0,-90.046
2.6,16.693,9537040.0,-90.024
2.7,16.7,9538220.0,-90.034
2.8,16.701,9536150.0,-90.049
2.9,16.696,9538770.0,-90.037
3.0,16.696,9541050.0,-89.976
