Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.536,10229600.0,-90.205
-1.9,15.536,10230400.0,-90.231
-1.8,15.529,10227900.0,-90.215
-1.7,15.534,10226200.0,-90.193
-1.6,15.545,10234300.0,-90.254
-1.5,15.552,10247700.0,-90.234
-1.4,15.552,10231300.0,-90.164
-1.3,15.557,10236300.0,-90.163
-1.2,15.555,10239100.0,-90.148
-1.1,15.548,10231800.0,-90.197
-1.0,15.542,10235600.0,-90.249
-0.9,15.549,10246200.0,-90.191
-0.8,15.539,10249400.0,-90.225
-0.7,15.539,10245400.0,-90.241
-0.6,15.546,10245000.0,-90.187
-0.5,15.54,10242500.0,-90.193
-0.4,15.54,10233900.0,-90.248
-0.3,15.538,10231600.0,-90.227
-0.2,15.543,10231300.0,-90.214
-0.1,15.535,10235400.0,-90.247
0.0,15.55,10241800.0,-90.237
0.1,15.549,10241800.0,-90.178
0.2,15.544,10246200.0,-90.206
0.3,15.546,10245300.0,-90.226
0.4,15.549,10238400.0,-90.176
0.5,15.544,10235800.0,-90.209
0.6,15.541,10244900.0,-90.251
0.7,15.542,10241900.0,-90.254
0.8,15.538,10239200.0,-90.25
0.9,15.549,10245300.0,-90.243
1.0,15.533,10236200.0,-90.223
1.1,15.543,10230800.0,-90.235
1.2,15.544,10233100.0,-90.216
1.3,15.547,10237500.0,-90.21
1.4,15.543,10234500.0,-90.241
1.5,15.55,10240500.0,-90.215
1.6,15.549,10239500.0,-90.202
1.7,15.549,10238500.0,-90.209
1.8,15.551,10237100.0,-90.225
1.9,15.542,10235100.0,-90.247
2.0,15.557,10239900.0,-90.257
2.1,15.546,10237900.0,-90.235
2.2,15.549,10239900.0,-90.224
2.3,15.547,10237400.0,-90.215
2.4,15.535,10236100.0,-90.187
2.5,15.534,10230300.0,-90.223
2.6,15.544,10235400.0,-90.223
2.7,15.549,10236700.0,-90.234
2.8,15.552,10234700.0,-90.219
2.9,15.545,10243500.0,-90.217
3.0,15.536,10236300.0,-90.154
