Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.425,10314000.0,-90.27
-1.9,15.432,10316600.0,-90.23
-1.8,15.431,10311400.0,-90.226
-1.7,15.431,10310800.0,-90.228
-1.6,15.444,10316000.0,-90.25
-1.5,15.428,10308300.0,-90.237
-1.4,15.437,10314700.0,-90.26
-1.3,15.437,10315700.0,-90.238
-1.2,15.441,10311800.0,-90.223
-1.1,15.429,10309300.0,-90.234
-1.0,15.432,10307600.0,-90.24
-0.9,15.44,10309400.0,-90.242
-0.8,15.438,10310600.0,-90.246
-0.7,15.433,10307600.0,-90.246
-0.6,15.426,10312100.0,-90.242
-0.5,15.44,10311800.0,-90.239
-0.4,15.431,10307000.0,-90.224
-0.3,15.434,10306600.0,-90.206
-0.2,15.43,10307700.0,-90.256
-0.1,15.441,10313600.0,-90.232
0.0,15.437,10310900.0,-90.233
0.1,15.432,10316500.0,-90.218
0.2,15.433,10310100.0,-90.186
0.3,15.443,10310000.0,-90.222
0.4,15.436,10317000.0,-90.245
0.5,15.43,10309800.0,-90.205
0.6,15.442,10316500.0,-90.235
0.7,15.44,10312100.0,-90.241
0.8,15.439,10312700.0,-90.222
0.9,15.438,10311800.0,-90.222
1.0,15.441,10307800.0,-90.221
1.1,15.431,10312200.0,-90.232
1.2,15.431,10312400.0,-90.248
1.3,15.428,10312700.0,-90.256
1.4,15.433,10311700.0,-90.22
1.5,15.435,10319300.0,-90.227
1.6,15.436,10312900.0,-90.239
1.7,15.434,10310100.0,-90.21
1.8,15.431,10307200.0,-90.254
1.9,15.438,10322700.0,-90.242
2.0,15.44,10314900.0,-90.218
2.1,15.44,10320200.0,-90.226
2.2,15.44,10313400.0,-90.232
2.3,15.434,10313900.0,-90.219
2.4,15.421,10315000.0,-90.275
2.5,15.436,10312000.0,-90.226
2.6,15.427,10311300.0,-90.244
2.7,15.425,10313600.0,-90.256
2.8,15.422,10314000.0,-90.248
2.9,15.436,10307000.0,-90.243
3.0,15.43,10316700.0,-90.275
