Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,12.542,12690500.0,-90.32
-1.9,12.541,12686700.0,-90.313
-1.8,12.542,12685500.0,-90.32
-1.7,12.537,12683400.0,-90.309
-1.6,12.543,12688700.0,-90.329
-1.5,12.537,12693000.0,-90.316
-1.4,12.534,12690400.0,-90.301
-1.3,12.537,12691000.0,-90.306
-1.2,12.534,12690900.0,-90.293
-1.1,12.537,12687900.0,-90.321
-1.0,12.536,12694900.0,-90.324
-0.9,12.536,12688100.0,-90.297
-0.8,12.537,12690400.0,-90.284
-0.7,12.536,12694100.0,-90.305
-0.6,12.537,12688600.0,-90.283
-0.5,12.539,12689300.0,-90.299
-0.4,12.538,12692000.0,-90.32
-0.3,12.536,12691200.0,-90.305
-0.2,12.535,12694300.0,-90.317
-0.1,12.536,12693400.0,-90.299
0.0,12.533,12687700.0,-90.317
0.1,12.538,12691400.0,-90.316
0.2,12.537,12690700.0,-90.328
0.3,12.535,12690100.0,-90.319
0.4,12.533,12695200.0,-90.315
0.5,12.537,12690800.0,-90.325
0.6,12.533,12691300.0,-90.326
0.7,12.534,12689800.0,-90.327
0.8,12.532,12687800.0,-90.315
0.9,12.541,12689700.0,-90.333
1.0,12.537,12692300.0,-90.319
1.1,12.542,12692500.0,-90.326
1.2,12.541,12688800.0,-90.314
1.3,12.541,12691000.0,-90.318
1.4,12.548,12689400.0,-90.323
1.5,12.539,12687300.0,-90.323
1.6,12.538,12690700.0,-90.334
1.7,12.536,12691300.0,-90.33
1.8,12.536,12689600.0,-90.316
1.9,12.536,12688400.0,-90.333
2.0,12.544,12684000.0,-90.345
2.1,12.546,12686900.0,-90.323
2.2,12.545,12683700.0,-90.338
2.3,12.541,12683300.0,-90.332
2.4,12.541,12683400.0,-90.313
2.5,12.543,12683800.0,-90.33
2.6,12.542,12686700.0,-90.332
2.7,12.539,12682700.0,-90.308
2.8,12.538,12689100.0,-90.297
2.9,12.54,12688800.0,-90.296
3.0,12.539,12685800.0,-90.302
