Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.581,10888000.0,-90.21
-1.9,14.575,10883600.0,-90.202
-1.8,14.574,10884500.0,-90.195
-1.7,14.581,10886100.0,-90.218
-1.6,14.583,10882000.0,-90.2
-1.5,14.582,10889300.0,-90.215
-1.4,14.588,10883800.0,-90.232
-1.3,14.588,10882300.0,-90.215
-1.2,14.586,10884200.0,-90.217
-1.1,14.585,10882700.0,-90.187
-1.0,14.593,10879500.0,-90.206
-0.9,14.585,10887800.0,-90.217
-0.8,14.584,10884700.0,-90.228
-0.7,14.587,10885100.0,-90.217
-0.6,14.582,10893800.0,-90.214
-0.5,14.576,10891400.0,-90.188
-0.4,14.587,10882700.0,-90.197
-0.3,14.582,10885900.0,-90.174
-0.2,14.582,10887000.0,-90.188
-0.1,14.584,10887300.0,-90.234
0.0,14.586,10889800.0,-90.222
0.1,14.586,10890900.0,-90.193
0.2,14.584,10892400.0,-90.193
0.3,14.586,10895800.0,-90.219
0.4,14.587,10890200.0,-90.202
0.5,14.583,10885600.0,-90.195
0.6,14.592,10890800.0,-90.225
0.7,14.592,10888400.0,-90.242
0.8,14.589,10887700.0,-90.231
0.9,14.599,10891400.0,-90.238
1.0,14.602,10891400.0,-90.214
1.1,14.59,10886900.0,-90.231
1.2,14.596,10882900.0,-90.213
1.3,14.601,10883800.0,-90.215
1.4,14.596,10886500.0,-90.245
1.5,14.602,10887800.0,-90.218
1.6,14.609,10883200.0,-90.202
1.7,14.606,10882900.0,-90.208
1.8,14.601,10882400.0,-90.203
1.9,14.618,10883400.0,-90.226
2.0,14.616,10886700.0,-90.23
2.1,14.617,10883100.0,-90.201
2.2,14.625,10882200.0,-90.197
2.3,14.623,10881500.0,-90.189
2.4,14.62,10883400.0,-90.221
2.5,14.619,10885100.0,-90.221
2.6,14.616,10886000.0,-90.196
2.7,14.611,10884500.0,-90.181
2.8,14.61,10884600.0,-90.174
2.9,14.617,10882500.0,-90.212
3.0,14.612,10886700.0,-90.217
