Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.188,9834740.0,-90.24
-1.9,16.189,9836430.0,-90.211
-1.8,16.193,9831920.0,-90.233
-1.7,16.192,9829920.0,-90.249
-1.6,16.201,9826460.0,-90.183
-1.5,16.195,9826850.0,-90.199
-1.4,16.188,9824870.0,-90.259
-1.3,16.191,9826640.0,-90.267
-1.2,16.19,9822430.0,-90.242
-1.1,16.196,9833030.0,-90.24
-1.0,16.187,9830850.0,-90.22
-0.9,16.192,9823620.0,-90.193
-0.8,16.195,9823040.0,-90.175
-0.7,16.201,9825810.0,-90.178
-0.6,16.196,9824520.0,-90.222
-0.5,16.188,9825590.0,-90.204
-0.4,16.206,9832270.0,-90.226
-0.3,16.203,9831030.0,-90.244
-0.2,16.199,9830430.0,-90.237
-0.1,16.19,9830060.0,-90.207
0.0,16.202,9834260.0,-90.229
0.1,16.192,9825940.0,-90.225
0.2,16.191,9828090.0,-90.219
0.3,16.189,9825810.0,-90.208
0.4,16.199,9832240.0,-90.236
0.5,16.199,9825460.0,-90.218
0.6,16.196,9829610.0,-90.206
0.7,16.196,9828970.0,-90.216
0.8,16.201,9829430.0,-90.231
0.9,16.189,9827550.0,-90.233
1.0,16.179,9826720.0,-90.192
1.1,16.202,9827350.0,-90.237
1.2,16.195,9827510.0,-90.237
1.3,16.19,9824540.0,-90.233
1.4,16.203,9830550.0,-90.245
1.5,16.187,9834940.0,-90.202
1.6,16.183,9825250.0,-90.234
1.7,16.182,9827830.0,-90.23
1.8,16.188,9825130.0,-90.229
1.9,16.19,9824360.0,-90.245
2.0,16.2,9830430.0,-90.27
2.1,16.197,9830990.0,-90.216
2.2,16.195,9827030.0,-90.201
2.3,16.205,9827940.0,-90.194
2.4,16.192,9823220.0,-90.2
2.5,16.191,9821470.0,-90.244
2.6,16.21,9827760.0,-90.23
2.7,16.207,9828730.0,-90.229
2.8,16.204,9828050.0,-90.248
2.9,16.19,9829370.0,-90.181
3.0,16.196,9821860.0,-90.181
