Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,13.511,11784300.0,-90.303
-1.9,13.508,11781100.0,-90.301
-1.8,13.512,11782000.0,-90.29
-1.7,13.51,11777500.0,-90.301
-1.6,13.516,11778600.0,-90.284
-1.5,13.513,11780600.0,-90.293
-1.4,13.514,11779900.0,-90.281
-1.3,13.518,11776700.0,-90.293
-1.2,13.516,11776500.0,-90.275
-1.1,13.512,11776200.0,-90.278
-1.0,13.517,11776200.0,-90.29
-0.9,13.515,11779000.0,-90.276
-0.8,13.514,11780300.0,-90.266
-0.7,13.516,11781400.0,-90.26
-0.6,13.507,11778200.0,-90.276
-0.5,13.511,11780200.0,-90.263
-0.4,13.513,11777600.0,-90.257
-0.3,13.515,11777800.0,-90.268
-0.2,13.516,11777500.0,-90.28
-0.1,13.511,11781700.0,-90.266
0.0,13.508,11784600.0,-90.247
0.1,13.513,11777600.0,-90.276
0.2,13.514,11782300.0,-90.275
0.3,13.51,11780400.0,-90.272
0.4,13.511,11779200.0,-90.281
0.5,13.509,11780100.0,-90.291
0.6,13.507,11780200.0,-90.246
0.7,13.507,11779200.0,-90.259
0.8,13.506,11786300.0,-90.274
0.9,13.511,11782000.0,-90.28
1.0,13.511,11777400.0,-90.278
1.1,13.51,11786600.0,-90.283
1.2,13.509,11781900.0,-90.275
1.3,13.51,11781800.0,-90.3
1.4,13.505,11780900.0,-90.272
1.5,13.509,11780400.0,-90.276
1.6,13.513,11781700.0,-90.289
1.7,13.516,11780900.0,-90.289
1.8,13.511,11782900.0,-90.286
1.9,13.506,11782800.0,-90.279
2.0,13.512,11780700.0,-90.288
2.1,13.511,11779500.0,-90.29
2.2,13.512,11781500.0,-90.288
2.3,13.509,11782300.0,-90.295
2.4,13.513,11784200.0,-90.287
2.5,13.513,11783500.0,-90.304
2.6,13.51,11779900.0,-90.299
2.7,13.51,11781300.0,-90.303
2.8,13.511,11780800.0,-90.305
2.9,13.515,11776200.0,-90.277
3.0,13.507,11777800.0,-90.279
