Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.468,11004800.0,-90.243
-1.9,14.463,11008300.0,-90.237
-1.8,14.467,11009200.0,-90.233
-1.7,14.459,11013000.0,-90.241
-1.6,14.46,11018500.0,-90.239
-1.5,14.452,11017100.0,-90.229
-1.4,14.448,11009700.0,-90.189
-1.3,14.456,11014900.0,-90.235
-1.2,14.457,11012700.0,-90.268
-1.1,14.46,11018100.0,-90.275
-1.0,14.45,11014300.0,-90.256
-0.9,14.447,11016400.0,-90.21
-0.8,14.449,11017500.0,-90.242
-0.7,14.452,11015000.0,-90.274
-0.6,14.458,11011100.0,-90.257
-0.5,14.455,11009100.0,-90.256
-0.4,14.448,11014500.0,-90.237
-0.3,14.452,11012100.0,-90.266
-0.2,14.459,11011600.0,-90.256
-0.1,14.454,11005100.0,-90.242
0.0,14.462,11003900.0,-90.241
0.1,14.466,11010300.0,-90.274
0.2,14.465,11005100.0,-90.258
0.3,14.458,11009400.0,-90.231
0.4,14.46,11001900.0,-90.247
0.5,14.46,11004200.0,-90.263
0.6,14.464,11008200.0,-90.293
0.7,14.464,11002000.0,-90.271
0.8,14.459,11003400.0,-90.214
0.9,14.46,11005500.0,-90.248
1.0,14.452,11008300.0,-90.238
1.1,14.46,11013200.0,-90.229
1.2,14.459,11007000.0,-90.265
1.3,14.453,11002600.0,-90.241
1.4,14.458,11005500.0,-90.268
1.5,14.454,11010400.0,-90.224
1.6,14.455,11007900.0,-90.241
1.7,14.457,11009600.0,-90.24
1.8,14.463,11009000.0,-90.252
1.9,14.466,11010500.0,-90.245
2.0,14.456,11003500.0,-90.221
2.1,14.455,11009700.0,-90.239
2.2,14.459,11008700.0,-90.25
2.3,14.463,11007400.0,-90.22
2.4,14.463,11004100.0,-90.237
2.5,14.458,11001700.0,-90.25
2.6,14.459,11014500.0,-90.252
2.7,14.458,11003600.0,-90.276
2.8,14.462,11002700.0,-90.245
2.9,14.454,11004200.0,-90.251
3.0,14.455,11007000.0,-90.249
