Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.693,9538960.0,-90.008
-1.9,16.68,9541360.0,-89.976
-1.8,16.684,9539270.0,-89.963
-1.7,16.679,9535470.0,-89.982
-1.6,16.687,9539500.0,-90.037
-1.5,16.683,9543720.0,-89.999
-1.4,16.678,9537950.0,-90.01
-1.3,16.676,9539190.0,-90.024
-1.2,16.677,9541280.0,-90.019
-1.1,16.691,9539420.0,-89.969
-1.0,16.678,9536710.0,-89.994
-0.9,16.688,9545440.0,-89.992
-0.8,16.688,9545810.0,-89.982
-0.7,16.694,9544080.0,-89.976
-0.6,16.681,9538280.0,-90.007
-0.5,16.677,9546420.0,-89.994
-0.4,16.686,9536720.0,-89.985
-0.3,16.677,9538580.0,-90.001
-0.2,16.68,9539680.0,-90.031
-0.1,16.679,9547190.0,-89.97
0.0,16.684,9534930.0,-89.967
0.1,16.68,9546860.0,-89.985
0.2,16.676,9545810.0,-89.98
0.3,16.677,9543040.0,-89.982
0.4,16.693,9540010.0,-90.023
0.5,16.684,9546580.0,-90.024
0.6,16.684,9540680.0,-89.988
0.7,16.688,9542720.0,-90.012
0.8,16.691,9543550.0,-90.01
0.9,16.691,9541050.0,-89.996
1.0,16.683,9536090.0,-89.987
1.1,16.694,9537870.0,-89.985
1.2,16.691,9538020.0,-90.0
1.3,16.691,9538890.0,-90.02
1.4,16.676,9538180.0,-90.001
1.5,16.688,9541510.0,-90.022
1.6,16.689,9542800.0,-89.997
1.7,16.686,9541090.0,-89.991
1.8,16.68,9539580.0,-90.006
1.9,16.69,9534800.0,-90.028
2.0,16.69,9538490.0,-90.002
2.1,16.679,9534740.0,-89.981
2.2,16.684,9536570.0,-90.007
2.3,16.684,9534870.0,-90.023
2.4,16.683,9544910.0,-89.996
2.5,16.672,9538010.0,-89.987
2.6,16.683,9541750.0,-90.01
2.7,16.685,9545520.0,-89.99
2.8,16.683,9542500.0,-89.972
2.9,16.687,9535190.0,-89.999
3.0,16.694,9545430.0,-89.99
