Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.725,10115700.0,-90.217
-1.9,15.733,10117000.0,-90.192
-1.8,15.733,10117600.0,-90.207
-1.7,15.73,10117800.0,-90.214
-1.6,15.725,10112800.0,-90.212
-1.5,15.727,10112600.0,-90.201
-1.4,15.742,10119600.0,-90.244
-1.3,15.742,10120100.0,-90.237
-1.2,15.731,10116600.0,-90.24
-1.1,15.747,10117500.0,-90.223
-1.0,15.74,10118500.0,-90.16
-0.9,15.718,10116700.0,-90.244
-0.8,15.72,10111700.0,-90.229
-0.7,15.725,10111700.0,-90.245
-0.6,15.718,10116000.0,-90.233
-0.5,15.729,10120400.0,-90.18
-0.4,15.743,10114700.0,-90.222
-0.3,15.745,10114300.0,-90.253
-0.2,15.742,10116900.0,-90.239
-0.1,15.741,10123000.0,-90.214
0.0,15.729,10116900.0,-90.165
0.1,15.726,10113900.0,-90.244
0.2,15.713,10118500.0,-90.241
0.3,15.709,10117100.0,-90.246
0.4,15.727,10119500.0,-90.225
0.5,15.733,10113600.0,-90.188
0.6,15.737,10122800.0,-90.234
0.7,15.738,10120900.0,-90.211
0.8,15.742,10119200.0,-90.224
0.9,15.726,10117100.0,-90.26
1.0,15.74,10116100.0,-90.253
1.1,15.739,10118300.0,-90.231
1.2,15.737,10117900.0,-90.22
1.3,15.735,10114800.0,-90.227
1.4,15.74,10115700.0,-90.24
1.5,15.732,10119400.0,-90.263
1.6,15.726,10116000.0,-90.252
1.7,15.721,10117300.0,-90.266
1.8,15.729,10118300.0,-90.256
1.9,15.729,10118600.0,-90.193
2.0,15.722,10114900.0,-90.204
2.1,15.735,10118500.0,-90.212
2.2,15.737,10118300.0,-90.202
2.3,15.738,10119900.0,-90.203
2.4,15.735,10109700.0,-90.233
2.5,15.738,10115100.0,-90.232
2.6,15.735,10113100.0,-90.198
2.7,15.733,10110900.0,-90.194
2.8,15.73,10107800.0,-90.192
2.9,15.737,10118100.0,-90.276
3.0,15.742,10119100.0,-90.22
