Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.283,10410400.0,-90.067
-1.9,15.284,10414300.0,-90.063
-1.8,15.293,10416000.0,-90.051
-1.7,15.288,10413300.0,-90.04
-1.6,15.291,10405200.0,-90.051
-1.5,15.286,10406600.0,-90.066
-1.4,15.286,10407300.0,-90.052
-1.3,15.289,10407500.0,-90.037
-1.2,15.285,10409200.0,-90.036
-1.1,15.285,10411800.0,-90.039
-1.0,15.286,10414200.0,-90.058
-0.9,15.289,10413500.0,-90.061
-0.8,15.287,10412900.0,-90.062
-0.7,15.287,10414200.0,-90.057
-0.6,15.289,10413600.0,-90.034
-0.5,15.283,10416900.0,-90.017
-0.4,15.288,10415000.0,-90.016
-0.3,15.293,10413800.0,-90.026
-0.2,15.292,10413000.0,-90.029
-0.1,15.288,10410600.0,-90.076
0.0,15.29,10414000.0,-90.056
0.1,15.29,10408900.0,-90.056
0.2,15.291,10408300.0,-90.056
0.3,15.29,10409600.0,-90.063
0.4,15.283,10412900.0,-90.066
0.5,15.292,10411900.0,-90.078
0.6,15.283,10413900.0,-90.081
0.7,15.279,10415400.0,-90.076
0.8,15.279,10415300.0,-90.081
0.9,15.294,10410200.0,-90.042
1.0,15.292,10407900.0,-90.04
1.1,15.287,10414500.0,-90.056
1.2,15.293,10416000.0,-90.021
1.3,15.292,10411700.0,-90.026
1.4,15.295,10408400.0,-90.055
1.5,15.288,10408800.0,-90.067
1.6,15.297,10406600.0,-90.018
1.7,15.299,10403800.0,-90.037
1.8,15.299,10400600.0,-90.043
1.9,15.28,10414400.0,-90.088
2.0,15.285,10411800.0,-90.05
2.1,15.292,10402500.0,-90.067
2.2,15.29,10406300.0,-90.053
2.3,15.289,10407300.0,-90.087
2.4,15.286,10412800.0,-90.037
2.5,15.29,10406100.0,-90.055
2.6,15.276,10413400.0,-90.053
2.7,15.277,10413500.0,-90.055
2.8,15.276,10414900.0,-90.044
2.9,15.291,10409900.0,-90.02
3.0,15.292,10405700.0,-90.068
