Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.371,9735030.0,-90.213
-1.9,16.362,9726480.0,-90.198
-1.8,16.367,9724110.0,-90.191
-1.7,16.358,9720660.0,-90.204
-1.6,16.36,9726750.0,-90.27
-1.5,16.368,9733070.0,-90.215
-1.4,16.354,9721840.0,-90.248
-1.3,16.352,9721210.0,-90.237
-1.2,16.359,9725100.0,-90.233
-1.1,16.369,9728570.0,-90.2
-1.0,16.351,9722850.0,-90.194
-0.9,16.364,9732590.0,-90.227
-0.8,16.365,9732590.0,-90.212
-0.7,16.364,9731370.0,-90.231
-0.6,16.363,9725130.0,-90.195
-0.5,16.361,9723270.0,-90.235
-0.4,16.37,9728050.0,-90.213
-0.3,16.365,9726520.0,-90.212
-0.2,16.358,9729110.0,-90.212
-0.1,16.362,9726650.0,-90.194
0.0,16.374,9733080.0,-90.221
0.1,16.36,9728630.0,-90.228
0.2,16.36,9728570.0,-90.224
0.3,16.357,9727880.0,-90.215
0.4,16.359,9729690.0,-90.193
0.5,16.357,9734390.0,-90.196
0.6,16.356,9727030.0,-90.199
0.7,16.36,9729200.0,-90.203
0.8,16.362,9730160.0,-90.198
0.9,16.356,9728190.0,-90.235
1.0,16.35,9734020.0,-90.18
1.1,16.359,9728140.0,-90.215
1.2,16.358,9728640.0,-90.221
1.3,16.357,9728230.0,-90.222
1.4,16.357,9730390.0,-90.244
1.5,16.36,9722450.0,-90.202
1.6,16.368,9723300.0,-90.234
1.7,16.363,9721780.0,-90.232
1.8,16.358,9723480.0,-90.232
1.9,16.355,9727100.0,-90.231
2.0,16.354,9723400.0,-90.226
2.1,16.349,9725890.0,-90.223
2.2,16.352,9723660.0,-90.237
2.3,16.351,9721870.0,-90.229
2.4,16.378,9728650.0,-90.216
2.5,16.361,9722710.0,-90.238
2.6,16.359,9725230.0,-90.243
2.7,16.367,9725540.0,-90.254
2.8,16.374,9725320.0,-90.249
2.9,16.358,9731850.0,-90.201
3.0,16.367,9724840.0,-90.237
