Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.005,9357060.0,-89.877
-1.9,17.011,9354590.0,-89.873
-1.8,17.006,9359560.0,-89.874
-1.7,17.003,9361320.0,-89.885
-1.6,17.017,9353160.0,-89.899
-1.5,17.004,9358270.0,-89.9
-1.4,17.004,9363810.0,-89.942
-1.3,17.003,9361290.0,-89.966
-1.2,17.008,9358890.0,-89.956
-1.1,17.001,9362460.0,-89.904
-1.0,17.001,9357080.0,-89.934
-0.9,17.015,9353440.0,-89.921
-0.8,17.016,9352720.0,-89.905
-0.7,17.012,9355620.0,-89.897
-0.6,17.011,9358000.0,-89.94
-0.5,17.019,9360010.0,-89.893
-0.4,17.0,9362140.0,-89.915
-0.3,16.998,9362420.0,-89.925
-0.2,17.001,9362680.0,-89.952
-0.1,17.002,9363950.0,-89.935
0.0,16.999,9361160.0,-89.966
0.1,17.008,9359120.0,-89.924
0.2,17.007,9367900.0,-89.918
0.3,17.009,9361350.0,-89.93
0.4,17.006,9362730.0,-89.899
0.5,17.005,9360170.0,-89.885
0.6,16.999,9358290.0,-89.96
0.7,16.993,9354790.0,-89.942
0.8,16.997,9355790.0,-89.916
0.9,17.005,9356980.0,-89.973
1.0,17.012,9359090.0,-89.976
1.1,17.015,9365990.0,-89.921
1.2,17.019,9368130.0,-89.965
1.3,17.012,9362390.0,-89.976
1.4,17.017,9369800.0,-89.958
1.5,17.004,9364350.0,-89.915
1.6,17.01,9352660.0,-89.898
1.7,17.004,9356630.0,-89.875
1.8,17.006,9366620.0,-89.915
1.9,17.011,9354770.0,-89.879
2.0,17.012,9357730.0,-89.907
2.1,17.002,9352660.0,-89.974
2.2,17.011,9349460.0,-89.937
2.3,17.016,9353820.0,-89.902
2.4,16.998,9350120.0,-89.928
2.5,17.003,9359840.0,-89.907
2.6,17.021,9359260.0,-89.969
2.7,17.02,9358410.0,-89.944
2.8,17.013,9353110.0,-89.906
2.9,17.025,9359450.0,-89.938
3.0,17.012,9349340.0,-89.921
