Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.79,10081100.0,-90.238
-1.9,15.791,10078700.0,-90.211
-1.8,15.784,10081300.0,-90.209
-1.7,15.784,10081500.0,-90.206
-1.6,15.791,10077400.0,-90.211
-1.5,15.792,10077200.0,-90.221
-1.4,15.798,10080400.0,-90.216
-1.3,15.797,10078800.0,-90.214
-1.2,15.791,10075900.0,-90.221
-1.1,15.792,10076800.0,-90.212
-1.0,15.795,10075300.0,-90.233
-0.9,15.8,10080000.0,-90.215
-0.8,15.797,10078300.0,-90.212
-0.7,15.793,10076600.0,-90.217
-0.6,15.802,10078200.0,-90.237
-0.5,15.795,10076300.0,-90.237
-0.4,15.788,10074400.0,-90.227
-0.3,15.789,10071700.0,-90.206
-0.2,15.79,10071800.0,-90.212
-0.1,15.787,10077500.0,-90.257
0.0,15.791,10075100.0,-90.237
0.1,15.802,10074100.0,-90.216
0.2,15.799,10075800.0,-90.219
0.3,15.793,10075400.0,-90.236
0.4,15.803,10078600.0,-90.224
0.5,15.795,10077300.0,-90.232
0.6,15.788,10076900.0,-90.25
0.7,15.789,10076300.0,-90.243
0.8,15.792,10080700.0,-90.26
0.9,15.793,10078000.0,-90.186
1.0,15.796,10072300.0,-90.212
1.1,15.795,10082900.0,-90.221
1.2,15.796,10082800.0,-90.203
1.3,15.803,10085000.0,-90.198
1.4,15.786,10076300.0,-90.201
1.5,15.794,10079000.0,-90.243
1.6,15.799,10076200.0,-90.2
1.7,15.8,10073500.0,-90.181
1.8,15.794,10073500.0,-90.189
1.9,15.799,10078100.0,-90.267
2.0,15.785,10083500.0,-90.216
2.1,15.787,10075000.0,-90.224
2.2,15.782,10079100.0,-90.247
2.3,15.783,10078100.0,-90.241
2.4,15.792,10086300.0,-90.213
2.5,15.784,10076300.0,-90.213
2.6,15.789,10079000.0,-90.256
2.7,15.791,10080800.0,-90.25
2.8,15.789,10081100.0,-90.254
2.9,15.786,10075500.0,-90.193
3.0,15.79,10072500.0,-90.255
