Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.553,9616510.0,-90.023
-1.9,16.567,9616220.0,-89.996
-1.8,16.57,9615330.0,-90.0
-1.7,16.568,9615940.0,-89.983
-1.6,16.563,9613810.0,-90.004
-1.5,16.56,9612850.0,-89.978
-1.4,16.564,9614170.0,-89.964
-1.3,16.561,9613660.0,-89.954
-1.2,16.559,9612800.0,-89.965
-1.1,16.563,9611430.0,-90.022
-1.0,16.537,9612910.0,-90.002
-0.9,16.555,9614070.0,-89.974
-0.8,16.557,9611650.0,-90.004
-0.7,16.557,9613320.0,-90.009
-0.6,16.557,9620430.0,-90.024
-0.5,16.54,9617090.0,-90.032
-0.4,16.558,9613200.0,-90.043
-0.3,16.556,9615850.0,-90.032
-0.2,16.552,9618320.0,-90.044
-0.1,16.553,9618450.0,-89.976
0.0,16.538,9620140.0,-90.029
0.1,16.555,9622520.0,-90.049
0.2,16.561,9625840.0,-90.04
0.3,16.559,9621400.0,-90.029
0.4,16.541,9611050.0,-90.012
0.5,16.541,9608730.0,-89.99
0.6,16.566,9616170.0,-89.968
0.7,16.57,9614500.0,-89.96
0.8,16.564,9612290.0,-89.968
0.9,16.548,9607690.0,-90.061
1.0,16.544,9615780.0,-90.044
1.1,16.564,9602880.0,-90.012
1.2,16.563,9602070.0,-90.026
1.3,16.562,9606310.0,-90.026
1.4,16.553,9620460.0,-90.02
1.5,16.549,9616180.0,-89.988
1.6,16.554,9619240.0,-90.043
1.7,16.557,9620630.0,-90.028
1.8,16.55,9620180.0,-89.991
1.9,16.552,9608430.0,-89.987
2.0,16.558,9612480.0,-90.04
2.1,16.545,9617430.0,-89.955
2.2,16.544,9617270.0,-89.997
2.3,16.548,9614020.0,-89.992
2.4,16.561,9615300.0,-90.024
2.5,16.563,9618080.0,-89.957
2.6,16.553,9607950.0,-90.014
2.7,16.55,9613820.0,-90.017
2.8,16.553,9618270.0,-90.024
2.9,16.557,9617610.0,-89.965
3.0,16.565,9605850.0,-89.973
