Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.257,11150000.0,-90.237
-1.9,14.263,11160700.0,-90.226
-1.8,14.26,11160600.0,-90.227
-1.7,14.259,11156000.0,-90.214
-1.6,14.278,11149400.0,-90.262
-1.5,14.269,11158000.0,-90.244
-1.4,14.264,11149300.0,-90.227
-1.3,14.264,11152600.0,-90.247
-1.2,14.264,11151700.0,-90.237
-1.1,14.28,11155200.0,-90.219
-1.0,14.275,11149100.0,-90.231
-0.9,14.267,11159000.0,-90.224
-0.8,14.265,11154100.0,-90.203
-0.7,14.266,11153300.0,-90.194
-0.6,14.275,11154300.0,-90.195
-0.5,14.266,11153000.0,-90.174
-0.4,14.274,11152500.0,-90.208
-0.3,14.276,11154900.0,-90.193
-0.2,14.275,11154800.0,-90.203
-0.1,14.266,11160600.0,-90.214
0.0,14.26,11160100.0,-90.231
0.1,14.274,11157700.0,-90.196
0.2,14.272,11160300.0,-90.196
0.3,14.266,11158000.0,-90.197
0.4,14.261,11153500.0,-90.246
0.5,14.265,11157900.0,-90.221
0.6,14.261,11155200.0,-90.225
0.7,14.259,11156400.0,-90.227
0.8,14.26,11160800.0,-90.218
0.9,14.273,11158400.0,-90.192
1.0,14.267,11157000.0,-90.24
1.1,14.261,11161800.0,-90.2
1.2,14.266,11155800.0,-90.181
1.3,14.272,11155300.0,-90.193
1.4,14.264,11159800.0,-90.24
1.5,14.259,11159800.0,-90.206
1.6,14.266,11153100.0,-90.244
1.7,14.267,11156500.0,-90.234
1.8,14.272,11161500.0,-90.232
1.9,14.263,11154900.0,-90.197
2.0,14.274,11150400.0,-90.246
2.1,14.269,11153900.0,-90.222
2.2,14.271,11155700.0,-90.211
2.3,14.265,11154900.0,-90.234
2.4,14.271,11157600.0,-90.25
2.5,14.264,11155900.0,-90.198
2.6,14.271,11153800.0,-90.22
2.7,14.272,11155400.0,-90.194
2.8,14.275,11157100.0,-90.203
2.9,14.263,11154400.0,-90.233
3.0,14.268,11150900.0,-90.22
