Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.837,10707300.0,-90.183
-1.9,14.835,10709400.0,-90.202
-1.8,14.843,10711900.0,-90.171
-1.7,14.853,10719800.0,-90.206
-1.6,14.837,10713100.0,-90.199
-1.5,14.841,10708800.0,-90.214
-1.4,14.849,10715000.0,-90.273
-1.3,14.84,10707700.0,-90.246
-1.2,14.835,10707000.0,-90.21
-1.1,14.846,10708700.0,-90.266
-1.0,14.841,10720900.0,-90.245
-0.9,14.841,10726900.0,-90.189
-0.8,14.845,10726600.0,-90.242
-0.7,14.847,10726400.0,-90.286
-0.6,14.849,10722500.0,-90.199
-0.5,14.843,10721700.0,-90.262
-0.4,14.851,10714400.0,-90.247
-0.3,14.852,10713800.0,-90.245
-0.2,14.849,10719500.0,-90.239
-0.1,14.85,10719400.0,-90.227
0.0,14.862,10723500.0,-90.206
0.1,14.848,10714400.0,-90.257
0.2,14.851,10715900.0,-90.25
0.3,14.856,10720400.0,-90.241
0.4,14.858,10715700.0,-90.221
0.5,14.844,10709200.0,-90.227
0.6,14.841,10715900.0,-90.271
0.7,14.839,10713500.0,-90.261
0.8,14.856,10715200.0,-90.234
0.9,14.841,10710900.0,-90.296
1.0,14.843,10714600.0,-90.304
1.1,14.854,10725400.0,-90.245
1.2,14.84,10718200.0,-90.263
1.3,14.835,10711300.0,-90.29
1.4,14.846,10723700.0,-90.287
1.5,14.858,10724000.0,-90.264
1.6,14.86,10716700.0,-90.178
1.7,14.857,10725700.0,-90.221
1.8,14.85,10730500.0,-90.27
1.9,14.851,10723500.0,-90.24
2.0,14.842,10712400.0,-90.265
2.1,14.853,10714500.0,-90.238
2.2,14.85,10716100.0,-90.219
2.3,14.851,10716000.0,-90.238
2.4,14.845,10717500.0,-90.208
2.5,14.844,10711900.0,-90.267
2.6,14.849,10711900.0,-90.241
2.7,14.847,10715700.0,-90.239
2.8,14.842,10718000.0,-90.213
2.9,14.857,10719100.0,-90.236
3.0,14.857,10726600.0,-90.249
