Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.963,9966330.0,-90.046
-1.9,15.967,9975730.0,-90.025
-1.8,15.968,9976970.0,-90.022
-1.7,15.963,9972130.0,-89.993
-1.6,15.969,9961750.0,-90.015
-1.5,15.972,9968820.0,-90.029
-1.4,15.971,9967540.0,-89.988
-1.3,15.969,9965770.0,-90.011
-1.2,15.972,9963570.0,-90.028
-1.1,15.959,9975060.0,-90.034
-1.0,15.962,9970940.0,-89.985
-0.9,15.964,9969600.0,-90.049
-0.8,15.955,9971710.0,-90.046
-0.7,15.957,9971010.0,-90.025
-0.6,15.975,9965600.0,-90.007
-0.5,15.97,9964910.0,-90.035
-0.4,15.972,9969360.0,-90.013
-0.3,15.968,9968020.0,-89.995
-0.2,15.973,9966070.0,-90.013
-0.1,15.961,9965150.0,-90.046
0.0,15.976,9971200.0,-90.029
0.1,15.959,9964060.0,-90.015
0.2,15.959,9967040.0,-90.037
0.3,15.962,9968250.0,-90.026
0.4,15.981,9965890.0,-90.013
0.5,15.961,9961100.0,-90.007
0.6,15.972,9966660.0,-90.032
0.7,15.972,9968040.0,-90.03
0.8,15.976,9969580.0,-90.004
0.9,15.959,9966310.0,-90.008
1.0,15.98,9966130.0,-90.039
1.1,15.963,9967810.0,-90.011
1.2,15.963,9967170.0,-90.024
1.3,15.97,9963860.0,-90.011
1.4,15.969,9967530.0,-90.001
1.5,15.96,9969620.0,-89.986
1.6,15.963,9968160.0,-89.997
1.7,15.962,9969320.0,-89.982
1.8,15.964,9970180.0,-89.979
1.9,15.971,9968300.0,-90.026
2.0,15.967,9967060.0,-90.017
2.1,15.966,9961670.0,-90.0
2.2,15.965,9965020.0,-89.997
2.3,15.97,9967810.0,-90.017
2.4,15.958,9971330.0,-89.996
2.5,15.972,9969660.0,-90.016
2.6,15.964,9973570.0,-90.064
2.7,15.965,9971990.0,-90.03
2.8,15.963,9973890.0,-90.032
2.9,15.967,9966450.0,-89.978
3.0,15.961,9967950.0,-90.017
