Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,13.332,11927800.0,-90.282
-1.9,13.334,11930800.0,-90.272
-1.8,13.335,11930900.0,-90.272
-1.7,13.334,11932100.0,-90.262
-1.6,13.335,11930200.0,-90.288
-1.5,13.328,11935200.0,-90.274
-1.4,13.335,11930800.0,-90.275
-1.3,13.339,11932400.0,-90.273
-1.2,13.341,11931300.0,-90.27
-1.1,13.34,11929200.0,-90.269
-1.0,13.339,11933100.0,-90.279
-0.9,13.337,11932000.0,-90.269
-0.8,13.338,11930900.0,-90.275
-0.7,13.341,11930200.0,-90.273
-0.6,13.338,11932800.0,-90.26
-0.5,13.342,11932200.0,-90.266
-0.4,13.343,11932900.0,-90.279
-0.3,13.342,11933400.0,-90.275
-0.2,13.341,11933200.0,-90.283
-0.1,13.336,11933200.0,-90.266
0.0,13.345,11936200.0,-90.279
0.1,13.343,11934900.0,-90.278
0.2,13.339,11933700.0,-90.293
0.3,13.34,11932700.0,-90.286
0.4,13.336,11934600.0,-90.296
0.5,13.34,11935300.0,-90.291
0.6,13.338,11929600.0,-90.285
0.7,13.334,11934300.0,-90.29
0.8,13.334,11936100.0,-90.306
0.9,13.339,11938600.0,-90.294
1.0,13.336,11936400.0,-90.281
1.1,13.331,11935000.0,-90.306
1.2,13.333,11935000.0,-90.306
1.3,13.335,11933900.0,-90.29
1.4,13.332,11927800.0,-90.294
1.5,13.334,11927800.0,-90.292
1.6,13.335,11930000.0,-90.277
1.7,13.337,11927900.0,-90.283
1.8,13.334,11934900.0,-90.296
1.9,13.335,11931600.0,-90.267
2.0,13.339,11930500.0,-90.271
2.1,13.336,11928200.0,-90.307
2.2,13.335,11929800.0,-90.297
2.3,13.336,11927300.0,-90.297
2.4,13.336,11936900.0,-90.286
2.5,13.335,11931400.0,-90.281
2.6,13.338,11926000.0,-90.278
2.7,13.341,11924700.0,-90.263
2.8,13.338,11927300.0,-90.254
2.9,13.339,11929500.0,-90.279
3.0,13.342,11932800.0,-90.269
