Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.698,10122800.0,-90.026
-1.9,15.706,10120200.0,-90.064
-1.8,15.702,10120200.0,-90.053
-1.7,15.704,10121800.0,-90.056
-1.6,15.699,10133500.0,-90.056
-1.5,15.708,10131300.0,-90.024
-1.4,15.712,10125000.0,-90.067
-1.3,15.704,10120700.0,-90.045
-1.2,15.7,10123600.0,-90.047
-1.1,15.711,10133600.0,-90.075
-1.0,15.695,10132300.0,-90.04
-0.9,15.709,10125100.0,-90.07
-0.8,15.711,10124400.0,-90.06
-0.7,15.714,10126400.0,-90.076
-0.6,15.711,10133500.0,-90.073
-0.5,15.718,10131100.0,-90.045
-0.4,15.705,10126400.0,-90.083
-0.3,15.706,10129300.0,-90.078
-0.2,15.71,10127900.0,-90.071
-0.1,15.706,10135500.0,-90.021
0.0,15.703,10125800.0,-90.022
0.1,15.712,10132100.0,-90.092
0.2,15.71,10132100.0,-90.079
0.3,15.706,10133400.0,-90.082
0.4,15.715,10129600.0,-90.047
0.5,15.72,10126700.0,-90.068
0.6,15.709,10132000.0,-90.045
0.7,15.713,10131600.0,-90.046
0.8,15.716,10132400.0,-90.027
0.9,15.707,10126400.0,-90.056
1.0,15.706,10134700.0,-90.083
1.1,15.711,10124300.0,-90.038
1.2,15.716,10128100.0,-90.048
1.3,15.712,10124300.0,-90.028
1.4,15.716,10127700.0,-90.07
1.5,15.709,10131400.0,-90.07
1.6,15.713,10124700.0,-90.041
1.7,15.713,10126100.0,-90.048
1.8,15.707,10128300.0,-90.06
1.9,15.718,10127500.0,-90.042
2.0,15.713,10127500.0,-90.024
2.1,15.701,10125700.0,-90.069
2.2,15.705,10128700.0,-90.061
2.3,15.705,10127800.0,-90.061
2.4,15.71,10127800.0,-90.061
2.5,15.708,10125200.0,-90.041
2.6,15.703,10129500.0,-90.051
2.7,15.702,10128300.0,-90.045
2.8,15.701,10128600.0,-90.063
2.9,15.7,10133900.0,-90.046
3.0,15.707,10133300.0,-90.074
