Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.506,9647600.0,-90.178
-1.9,16.501,9640740.0,-90.165
-1.8,16.499,9643960.0,-90.151
-1.7,16.497,9643640.0,-90.151
-1.6,16.508,9636090.0,-90.207
-1.5,16.494,9645920.0,-90.219
-1.4,16.506,9643740.0,-90.179
-1.3,16.507,9645860.0,-90.178
-1.2,16.51,9647680.0,-90.168
-1.1,16.504,9639200.0,-90.181
-1.0,16.51,9640980.0,-90.191
-0.9,16.509,9643290.0,-90.183
-0.8,16.508,9645020.0,-90.186
-0.7,16.503,9644680.0,-90.191
-0.6,16.504,9641690.0,-90.158
-0.5,16.512,9642580.0,-90.194
-0.4,16.505,9646090.0,-90.206
-0.3,16.511,9644500.0,-90.218
-0.2,16.512,9646330.0,-90.205
-0.1,16.501,9645130.0,-90.137
0.0,16.494,9643690.0,-90.198
0.1,16.508,9643110.0,-90.206
0.2,16.51,9647550.0,-90.224
0.3,16.508,9645130.0,-90.227
0.4,16.514,9644140.0,-90.139
0.5,16.498,9639920.0,-90.177
0.6,16.501,9646700.0,-90.224
0.7,16.497,9646800.0,-90.212
0.8,16.495,9645080.0,-90.223
0.9,16.502,9648260.0,-90.159
1.0,16.519,9644400.0,-90.175
1.1,16.502,9644930.0,-90.213
1.2,16.506,9644650.0,-90.226
1.3,16.506,9643420.0,-90.219
1.4,16.495,9649180.0,-90.159
1.5,16.504,9645720.0,-90.174
1.6,16.516,9641360.0,-90.22
1.7,16.517,9644700.0,-90.216
1.8,16.515,9645020.0,-90.214
1.9,16.504,9649060.0,-90.173
2.0,16.498,9645820.0,-90.185
2.1,16.504,9641610.0,-90.225
2.2,16.496,9644280.0,-90.224
2.3,16.492,9644780.0,-90.231
2.4,16.517,9649390.0,-90.189
2.5,16.502,9642280.0,-90.189
2.6,16.489,9642610.0,-90.24
2.7,16.488,9643110.0,-90.238
2.8,16.496,9640730.0,-90.237
2.9,16.503,9645880.0,-90.195
3.0,16.511,9641040.0,-90.179
