Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.225,9810900.0,-90.205
-1.9,16.214,9811370.0,-90.222
-1.8,16.217,9814130.0,-90.221
-1.7,16.219,9814290.0,-90.211
-1.6,16.228,9810150.0,-90.189
-1.5,16.216,9815260.0,-90.179
-1.4,16.228,9813650.0,-90.216
-1.3,16.23,9813000.0,-90.196
-1.2,16.227,9813790.0,-90.195
-1.1,16.218,9812750.0,-90.218
-1.0,16.229,9809180.0,-90.194
-0.9,16.215,9809350.0,-90.198
-0.8,16.213,9811580.0,-90.217
-0.7,16.214,9810610.0,-90.21
-0.6,16.206,9816040.0,-90.238
-0.5,16.205,9813280.0,-90.231
-0.4,16.22,9810770.0,-90.228
-0.3,16.215,9810310.0,-90.213
-0.2,16.216,9812110.0,-90.234
-0.1,16.226,9814930.0,-90.239
0.0,16.225,9809890.0,-90.234
0.1,16.222,9810490.0,-90.25
0.2,16.221,9810170.0,-90.246
0.3,16.221,9809260.0,-90.254
0.4,16.214,9815010.0,-90.23
0.5,16.215,9808780.0,-90.246
0.6,16.206,9806490.0,-90.237
0.7,16.206,9809110.0,-90.232
0.8,16.21,9807500.0,-90.222
0.9,16.228,9813810.0,-90.237
1.0,16.219,9805780.0,-90.204
1.1,16.226,9807060.0,-90.216
1.2,16.23,9809180.0,-90.215
1.3,16.232,9811780.0,-90.204
1.4,16.214,9808780.0,-90.206
1.5,16.223,9813650.0,-90.179
1.6,16.228,9813310.0,-90.206
1.7,16.214,9812430.0,-90.198
1.8,16.214,9813970.0,-90.207
1.9,16.222,9813830.0,-90.214
2.0,16.227,9814080.0,-90.231
2.1,16.219,9812060.0,-90.221
2.2,16.219,9814010.0,-90.193
2.3,16.222,9811860.0,-90.191
2.4,16.221,9808840.0,-90.207
2.5,16.211,9807720.0,-90.211
2.6,16.227,9814570.0,-90.231
2.7,16.221,9813330.0,-90.233
2.8,16.212,9813550.0,-90.237
2.9,16.22,9813810.0,-90.214
3.0,16.22,9818030.0,-90.206
