Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.627,10884800.0,-90.303
-1.9,14.623,10884900.0,-90.298
-1.8,14.608,10882700.0,-90.233
-1.7,14.607,10890700.0,-90.253
-1.6,14.61,10891500.0,-90.242
-1.5,14.616,10883700.0,-90.26
-1.4,14.613,10886500.0,-90.244
-1.3,14.614,10883300.0,-90.281
-1.2,14.61,10887800.0,-90.232
-1.1,14.607,10885100.0,-90.257
-1.0,14.616,10885300.0,-90.228
-0.9,14.613,10883700.0,-90.26
-0.8,14.62,10887500.0,-90.237
-0.7,14.606,10892400.0,-90.221
-0.6,14.611,10889100.0,-90.218
-0.5,14.609,10890500.0,-90.257
-0.4,14.619,10887400.0,-90.259
-0.3,14.614,10893400.0,-90.219
-0.2,14.601,10901000.0,-90.282
-0.1,14.605,10896400.0,-90.255
0.0,14.609,10888200.0,-90.274
0.1,14.619,10895800.0,-90.273
0.2,14.611,10892200.0,-90.294
0.3,14.605,10891600.0,-90.275
0.4,14.601,10892500.0,-90.24
0.5,14.617,10892800.0,-90.241
0.6,14.614,10886700.0,-90.255
0.7,14.609,10895900.0,-90.241
0.8,14.612,10893100.0,-90.285
0.9,14.61,10898900.0,-90.266
1.0,14.622,10892700.0,-90.258
1.1,14.616,10894400.0,-90.237
1.2,14.618,10895800.0,-90.282
1.3,14.608,10886900.0,-90.291
1.4,14.615,10890900.0,-90.291
1.5,14.614,10893000.0,-90.271
1.6,14.619,10890800.0,-90.267
1.7,14.612,10891800.0,-90.278
1.8,14.604,10889700.0,-90.259
1.9,14.609,10892500.0,-90.289
2.0,14.621,10896500.0,-90.285
2.1,14.611,10891900.0,-90.24
2.2,14.612,10896300.0,-90.285
2.3,14.615,10887200.0,-90.276
2.4,14.618,10886900.0,-90.285
2.5,14.62,10885000.0,-90.272
2.6,14.619,10895400.0,-90.286
2.7,14.617,10883800.0,-90.291
2.8,14.61,10884000.0,-90.251
2.9,14.606,10885000.0,-90.244
3.0,14.613,10888900.0,-90.263
