Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.455,10294800.0,-90.25
-1.9,15.457,10296000.0,-90.238
-1.8,15.458,10296600.0,-90.254
-1.7,15.462,10296000.0,-90.243
-1.6,15.444,10299300.0,-90.235
-1.5,15.454,10301600.0,-90.198
-1.4,15.465,10291300.0,-90.231
-1.3,15.464,10291100.0,-90.216
-1.2,15.458,10292400.0,-90.212
-1.1,15.459,10298200.0,-90.239
-1.0,15.459,10300900.0,-90.221
-0.9,15.454,10296400.0,-90.2
-0.8,15.449,10293600.0,-90.189
-0.7,15.45,10296300.0,-90.209
-0.6,15.461,10297400.0,-90.261
-0.5,15.449,10305100.0,-90.247
-0.4,15.444,10294500.0,-90.192
-0.3,15.449,10295100.0,-90.206
-0.2,15.451,10296300.0,-90.181
-0.1,15.458,10296400.0,-90.246
0.0,15.45,10302100.0,-90.252
0.1,15.459,10297700.0,-90.207
0.2,15.455,10297500.0,-90.191
0.3,15.458,10297300.0,-90.198
0.4,15.454,10296200.0,-90.264
0.5,15.459,10306500.0,-90.257
0.6,15.453,10295500.0,-90.211
0.7,15.451,10296100.0,-90.233
0.8,15.452,10295700.0,-90.224
0.9,15.453,10298300.0,-90.243
1.0,15.451,10300000.0,-90.214
1.1,15.452,10297900.0,-90.275
1.2,15.454,10297500.0,-90.277
1.3,15.455,10299100.0,-90.267
1.4,15.445,10300100.0,-90.227
1.5,15.436,10293300.0,-90.2
1.6,15.456,10297500.0,-90.221
1.7,15.453,10298200.0,-90.228
1.8,15.449,10297300.0,-90.221
1.9,15.457,10294100.0,-90.212
2.0,15.455,10291700.0,-90.258
2.1,15.45,10292200.0,-90.224
2.2,15.453,10292200.0,-90.219
2.3,15.455,10292900.0,-90.218
2.4,15.459,10297900.0,-90.243
2.5,15.464,10302800.0,-90.244
2.6,15.457,10300400.0,-90.227
2.7,15.458,10298700.0,-90.229
2.8,15.455,10297200.0,-90.221
2.9,15.455,10294500.0,-90.22
3.0,15.463,10295300.0,-90.21
