Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.028,9937660.0,-90.214
-1.9,16.027,9936220.0,-90.206
-1.8,16.027,9933480.0,-90.25
-1.7,16.042,9928820.0,-90.228
-1.6,16.034,9932970.0,-90.234
-1.5,16.023,9933890.0,-90.208
-1.4,16.026,9937040.0,-90.218
-1.3,16.022,9934910.0,-90.228
-1.2,16.027,9933160.0,-90.209
-1.1,16.018,9937130.0,-90.23
-1.0,16.016,9942730.0,-90.23
-0.9,16.027,9936020.0,-90.215
-0.8,16.016,9937790.0,-90.23
-0.7,16.015,9931240.0,-90.223
-0.6,16.012,9939840.0,-90.255
-0.5,16.017,9939410.0,-90.247
-0.4,16.021,9940770.0,-90.205
-0.3,16.011,9935730.0,-90.246
-0.2,16.013,9930680.0,-90.24
-0.1,16.014,9934970.0,-90.256
0.0,16.025,9935190.0,-90.231
0.1,16.02,9940290.0,-90.245
0.2,16.018,9935130.0,-90.236
0.3,16.013,9931230.0,-90.241
0.4,16.024,9929930.0,-90.237
0.5,16.025,9935710.0,-90.207
0.6,16.025,9932580.0,-90.232
0.7,16.019,9933390.0,-90.222
0.8,16.021,9935470.0,-90.259
0.9,16.028,9932510.0,-90.237
1.0,16.029,9935210.0,-90.237
1.1,16.018,9933990.0,-90.197
1.2,16.029,9935200.0,-90.242
1.3,16.028,9930320.0,-90.251
1.4,16.029,9932610.0,-90.258
1.5,16.023,9932840.0,-90.231
1.6,16.014,9937850.0,-90.203
1.7,16.027,9933570.0,-90.217
1.8,16.034,9930480.0,-90.221
1.9,16.026,9931400.0,-90.216
2.0,16.021,9936550.0,-90.212
2.1,16.019,9937370.0,-90.205
2.2,16.026,9934780.0,-90.212
2.3,16.025,9935610.0,-90.232
2.4,16.025,9935760.0,-90.216
2.5,16.016,9940530.0,-90.233
2.6,16.018,9935220.0,-90.206
2.7,16.016,9940220.0,-90.237
2.8,16.023,9933880.0,-90.238
2.9,16.018,9939750.0,-90.243
3.0,16.018,9940280.0,-90.224
