Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.713,10120200.0,-90.175
-1.9,15.708,10116600.0,-90.189
-1.8,15.71,10118600.0,-90.197
-1.7,15.72,10122700.0,-90.169
-1.6,15.709,10116800.0,-90.231
-1.5,15.717,10123500.0,-90.226
-1.4,15.731,10130000.0,-90.168
-1.3,15.721,10132900.0,-90.181
-1.2,15.712,10134000.0,-90.196
-1.1,15.726,10119500.0,-90.192
-1.0,15.727,10123100.0,-90.207
-0.9,15.727,10130100.0,-90.253
-0.8,15.736,10130800.0,-90.257
-0.7,15.735,10129900.0,-90.262
-0.6,15.725,10128600.0,-90.191
-0.5,15.732,10124800.0,-90.237
-0.4,15.72,10118400.0,-90.24
-0.3,15.719,10119100.0,-90.237
-0.2,15.72,10118300.0,-90.241
-0.1,15.723,10127200.0,-90.26
0.0,15.719,10122500.0,-90.217
0.1,15.728,10120600.0,-90.209
0.2,15.725,10121900.0,-90.211
0.3,15.721,10122700.0,-90.195
0.4,15.725,10124100.0,-90.244
0.5,15.723,10124400.0,-90.207
0.6,15.724,10123100.0,-90.222
0.7,15.729,10125100.0,-90.209
0.8,15.723,10124200.0,-90.221
0.9,15.73,10119100.0,-90.217
1.0,15.722,10126100.0,-90.217
1.1,15.72,10125100.0,-90.216
1.2,15.715,10126800.0,-90.219
1.3,15.716,10125800.0,-90.213
1.4,15.717,10115700.0,-90.192
1.5,15.728,10126400.0,-90.213
1.6,15.727,10126400.0,-90.217
1.7,15.724,10124200.0,-90.219
1.8,15.731,10123800.0,-90.205
1.9,15.715,10121300.0,-90.181
2.0,15.711,10125200.0,-90.192
2.1,15.726,10126800.0,-90.198
2.2,15.729,10123800.0,-90.221
2.3,15.724,10125200.0,-90.2
2.4,15.732,10124500.0,-90.208
2.5,15.718,10126000.0,-90.202
2.6,15.709,10126300.0,-90.194
2.7,15.709,10124400.0,-90.184
2.8,15.71,10126300.0,-90.191
2.9,15.714,10120900.0,-90.225
3.0,15.715,10128700.0,-90.189
