Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.114,10529600.0,-90.218
-1.9,15.115,10527000.0,-90.24
-1.8,15.118,10526000.0,-90.214
-1.7,15.111,10536300.0,-90.207
-1.6,15.107,10537000.0,-90.233
-1.5,15.11,10532400.0,-90.215
-1.4,15.109,10544500.0,-90.213
-1.3,15.103,10544200.0,-90.232
-1.2,15.098,10539400.0,-90.279
-1.1,15.1,10544500.0,-90.248
-1.0,15.089,10542400.0,-90.274
-0.9,15.099,10535700.0,-90.267
-0.8,15.102,10538100.0,-90.221
-0.7,15.105,10535400.0,-90.211
-0.6,15.094,10536700.0,-90.248
-0.5,15.108,10529800.0,-90.203
-0.4,15.109,10540000.0,-90.248
-0.3,15.106,10540300.0,-90.261
-0.2,15.101,10541300.0,-90.257
-0.1,15.104,10543900.0,-90.263
0.0,15.109,10551600.0,-90.22
0.1,15.102,10535000.0,-90.222
0.2,15.102,10535800.0,-90.192
0.3,15.108,10536600.0,-90.191
0.4,15.107,10529300.0,-90.227
0.5,15.089,10523600.0,-90.289
0.6,15.098,10543000.0,-90.273
0.7,15.098,10546700.0,-90.288
0.8,15.095,10542400.0,-90.284
0.9,15.113,10543100.0,-90.227
1.0,15.116,10532100.0,-90.166
1.1,15.105,10526800.0,-90.277
1.2,15.111,10523600.0,-90.282
1.3,15.128,10522900.0,-90.262
1.4,15.097,10531600.0,-90.272
1.5,15.096,10543000.0,-90.288
1.6,15.11,10536600.0,-90.167
1.7,15.1,10542900.0,-90.18
1.8,15.092,10546700.0,-90.225
1.9,15.114,10537600.0,-90.17
2.0,15.109,10534200.0,-90.226
2.1,15.094,10539400.0,-90.285
2.2,15.103,10541300.0,-90.299
2.3,15.114,10532800.0,-90.264
2.4,15.093,10548600.0,-90.241
2.5,15.097,10543900.0,-90.222
2.6,15.117,10527600.0,-90.243
2.7,15.115,10526400.0,-90.224
2.8,15.109,10524700.0,-90.232
2.9,15.118,10537300.0,-90.318
3.0,15.106,10538400.0,-90.268
