Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.733,10130600.0,-90.204
-1.9,15.727,10114700.0,-90.159
-1.8,15.73,10108900.0,-90.184
-1.7,15.73,10109400.0,-90.239
-1.6,15.724,10123300.0,-90.26
-1.5,15.714,10112100.0,-90.204
-1.4,15.725,10120900.0,-90.267
-1.3,15.729,10125200.0,-90.235
-1.2,15.726,10126800.0,-90.219
-1.1,15.732,10104500.0,-90.237
-1.0,15.724,10117400.0,-90.269
-0.9,15.731,10114900.0,-90.176
-0.8,15.729,10110200.0,-90.231
-0.7,15.733,10108500.0,-90.235
-0.6,15.734,10123000.0,-90.225
-0.5,15.721,10112500.0,-90.17
-0.4,15.732,10123900.0,-90.264
-0.3,15.732,10118400.0,-90.234
-0.2,15.733,10118800.0,-90.184
-0.1,15.737,10116400.0,-90.222
0.0,15.736,10131400.0,-90.222
0.1,15.734,10114900.0,-90.232
0.2,15.734,10117500.0,-90.219
0.3,15.73,10120000.0,-90.208
0.4,15.732,10120900.0,-90.221
0.5,15.741,10118600.0,-90.248
0.6,15.732,10116400.0,-90.213
0.7,15.734,10126200.0,-90.261
0.8,15.733,10130900.0,-90.231
0.9,15.735,10112500.0,-90.214
1.0,15.749,10117300.0,-90.245
1.1,15.734,10120700.0,-90.181
1.2,15.736,10112700.0,-90.219
1.3,15.734,10106600.0,-90.26
1.4,15.73,10126100.0,-90.24
1.5,15.746,10112600.0,-90.245
1.6,15.736,10127300.0,-90.277
1.7,15.738,10124400.0,-90.218
1.8,15.734,10118200.0,-90.173
1.9,15.719,10111600.0,-90.267
2.0,15.739,10124600.0,-90.221
2.1,15.734,10103900.0,-90.25
2.2,15.73,10112600.0,-90.257
2.3,15.72,10119400.0,-90.238
2.4,15.729,10118200.0,-90.214
2.5,15.714,10111000.0,-90.251
2.6,15.715,10114100.0,-90.219
2.7,15.715,10116600.0,-90.246
2.8,15.712,10113900.0,-90.236
2.9,15.746,10111200.0,-90.225
3.0,15.732,10122100.0,-90.172
