Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,13.299,11970100.0,-90.296
-1.9,13.298,11973500.0,-90.311
-1.8,13.295,11973100.0,-90.322
-1.7,13.293,11970600.0,-90.295
-1.6,13.294,11976200.0,-90.293
-1.5,13.287,11976700.0,-90.278
-1.4,13.288,11974000.0,-90.278
-1.3,13.289,11974000.0,-90.28
-1.2,13.292,11972500.0,-90.296
-1.1,13.293,11972200.0,-90.287
-1.0,13.286,11974400.0,-90.283
-0.9,13.28,11976000.0,-90.269
-0.8,13.286,11977500.0,-90.278
-0.7,13.29,11977100.0,-90.27
-0.6,13.289,11976200.0,-90.279
-0.5,13.29,11979100.0,-90.29
-0.4,13.286,11977700.0,-90.287
-0.3,13.29,11982700.0,-90.309
-0.2,13.292,11979000.0,-90.29
-0.1,13.29,11978700.0,-90.294
0.0,13.292,11978500.0,-90.288
0.1,13.292,11978400.0,-90.277
0.2,13.293,11974000.0,-90.281
0.3,13.29,11978900.0,-90.305
0.4,13.288,11976700.0,-90.261
0.5,13.292,11976100.0,-90.275
0.6,13.299,11972200.0,-90.284
0.7,13.292,11974900.0,-90.27
0.8,13.289,11978600.0,-90.287
0.9,13.294,11979000.0,-90.276
1.0,13.293,11976000.0,-90.29
1.1,13.296,11970800.0,-90.307
1.2,13.295,11972400.0,-90.261
1.3,13.287,11972000.0,-90.267
1.4,13.298,11974600.0,-90.3
1.5,13.293,11974900.0,-90.309
1.6,13.298,11973900.0,-90.287
1.7,13.293,11976200.0,-90.29
1.8,13.295,11972400.0,-90.287
1.9,13.295,11967300.0,-90.307
2.0,13.289,11970900.0,-90.304
2.1,13.297,11977300.0,-90.302
2.2,13.297,11968700.0,-90.297
2.3,13.292,11972300.0,-90.281
2.4,13.291,11970300.0,-90.271
2.5,13.293,11971300.0,-90.286
2.6,13.294,11973100.0,-90.301
2.7,13.291,11968300.0,-90.292
2.8,13.29,11969400.0,-90.273
2.9,13.287,11974500.0,-90.264
3.0,13.291,11977800.0,-90.282
