Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,13.18,12073800.0,-90.304
-1.9,13.18,12074900.0,-90.287
-1.8,13.18,12075700.0,-90.297
-1.7,13.181,12076700.0,-90.281
-1.6,13.178,12072300.0,-90.3
-1.5,13.183,12071200.0,-90.297
-1.4,13.181,12072100.0,-90.305
-1.3,13.181,12075100.0,-90.3
-1.2,13.179,12076000.0,-90.287
-1.1,13.179,12073400.0,-90.294
-1.0,13.177,12074700.0,-90.296
-0.9,13.175,12075700.0,-90.291
-0.8,13.174,12075800.0,-90.286
-0.7,13.171,12076300.0,-90.281
-0.6,13.174,12074700.0,-90.281
-0.5,13.176,12080400.0,-90.287
-0.4,13.174,12076200.0,-90.278
-0.3,13.175,12076300.0,-90.287
-0.2,13.177,12079700.0,-90.298
-0.1,13.174,12078600.0,-90.314
0.0,13.175,12082200.0,-90.29
0.1,13.174,12077100.0,-90.287
0.2,13.174,12079200.0,-90.297
0.3,13.174,12077900.0,-90.302
0.4,13.171,12075400.0,-90.302
0.5,13.175,12078400.0,-90.313
0.6,13.178,12079800.0,-90.316
0.7,13.178,12076400.0,-90.308
0.8,13.18,12075700.0,-90.306
0.9,13.173,12074600.0,-90.292
1.0,13.18,12078000.0,-90.318
1.1,13.179,12079000.0,-90.305
1.2,13.178,12077000.0,-90.322
1.3,13.179,12074200.0,-90.322
1.4,13.18,12078500.0,-90.309
1.5,13.178,12073600.0,-90.302
1.6,13.175,12075000.0,-90.33
1.7,13.181,12073600.0,-90.325
1.8,13.177,12072000.0,-90.306
1.9,13.181,12076200.0,-90.297
2.0,13.181,12075500.0,-90.304
2.1,13.178,12073700.0,-90.296
2.2,13.176,12072600.0,-90.297
2.3,13.181,12072900.0,-90.289
2.4,13.181,12071400.0,-90.303
2.5,13.177,12075900.0,-90.293
2.6,13.179,12071800.0,-90.29
2.7,13.179,12077900.0,-90.273
2.8,13.181,12076100.0,-90.294
2.9,13.181,12073700.0,-90.31
3.0,13.182,12074100.0,-90.305
