Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,17.221,9245260.0,-89.945
-1.9,17.217,9250220.0,-89.933
-1.8,17.219,9251420.0,-89.936
-1.7,17.22,9252660.0,-89.921
-1.6,17.207,9250160.0,-89.923
-1.5,17.203,9247820.0,-89.931
-1.4,17.217,9245780.0,-89.918
-1.3,17.215,9245810.0,-89.917
-1.2,17.218,9248350.0,-89.937
-1.1,17.205,9249840.0,-89.938
-1.0,17.202,9254380.0,-89.953
-0.9,17.209,9252100.0,-89.945
-0.8,17.2,9252950.0,-89.928
-0.7,17.201,9251840.0,-89.944
-0.6,17.207,9247570.0,-89.927
-0.5,17.195,9249350.0,-89.917
-0.4,17.196,9251500.0,-89.92
-0.3,17.196,9252940.0,-89.941
-0.2,17.199,9248600.0,-89.935
-0.1,17.216,9250070.0,-89.953
0.0,17.207,9244430.0,-89.965
0.1,17.204,9242570.0,-89.962
0.2,17.21,9246940.0,-89.968
0.3,17.217,9249280.0,-89.977
0.4,17.204,9250670.0,-89.905
0.5,17.21,9248980.0,-89.915
0.6,17.226,9252860.0,-89.954
0.7,17.222,9250040.0,-89.942
0.8,17.209,9252810.0,-89.91
0.9,17.205,9240600.0,-89.948
1.0,17.214,9245330.0,-89.948
1.1,17.198,9246310.0,-89.901
1.2,17.198,9244950.0,-89.902
1.3,17.199,9242340.0,-89.911
1.4,17.224,9247550.0,-89.985
1.5,17.209,9248360.0,-89.968
1.6,17.212,9238810.0,-89.936
1.7,17.218,9242620.0,-89.947
1.8,17.22,9244890.0,-89.971
1.9,17.207,9251700.0,-89.914
2.0,17.206,9247690.0,-89.904
2.1,17.218,9252550.0,-89.968
2.2,17.216,9255690.0,-89.949
2.3,17.206,9254270.0,-89.944
2.4,17.211,9244500.0,-89.903
2.5,17.222,9244760.0,-89.964
2.6,17.198,9252430.0,-89.901
2.7,17.203,9251930.0,-89.904
2.8,17.204,9246820.0,-89.896
2.9,17.221,9253470.0,-89.981
3.0,17.202,9259070.0,-89.898
