Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.06,9905800.0,-90.025
-1.9,16.053,9911760.0,-90.032
-1.8,16.058,9915670.0,-89.998
-1.7,16.063,9911640.0,-90.002
-1.6,16.075,9905070.0,-90.018
-1.5,16.071,9908780.0,-90.048
-1.4,16.075,9909470.0,-90.026
-1.3,16.081,9907960.0,-90.024
-1.2,16.076,9908630.0,-90.015
-1.1,16.052,9903550.0,-90.019
-1.0,16.085,9903550.0,-90.0
-0.9,16.061,9902910.0,-90.017
-0.8,16.055,9902220.0,-90.022
-0.7,16.056,9905750.0,-90.017
-0.6,16.071,9909530.0,-89.978
-0.5,16.06,9907480.0,-89.986
-0.4,16.065,9909390.0,-89.983
-0.3,16.069,9906200.0,-89.957
-0.2,16.067,9902540.0,-89.97
-0.1,16.055,9907280.0,-90.043
0.0,16.071,9911340.0,-90.01
0.1,16.049,9903710.0,-90.024
0.2,16.052,9911230.0,-90.026
0.3,16.057,9916020.0,-90.013
0.4,16.065,9903030.0,-89.997
0.5,16.048,9907070.0,-90.053
0.6,16.059,9907280.0,-89.969
0.7,16.059,9906670.0,-89.997
0.8,16.055,9906400.0,-90.002
0.9,16.059,9914320.0,-90.005
1.0,16.064,9907720.0,-89.963
1.1,16.061,9915540.0,-90.036
1.2,16.064,9913770.0,-90.008
1.3,16.067,9911930.0,-89.992
1.4,16.054,9909060.0,-90.012
1.5,16.05,9915230.0,-90.027
1.6,16.047,9909370.0,-90.005
1.7,16.058,9908280.0,-90.02
1.8,16.061,9910640.0,-90.011
1.9,16.059,9909100.0,-89.997
2.0,16.055,9905330.0,-90.007
2.1,16.067,9906250.0,-89.98
2.2,16.058,9904630.0,-90.009
2.3,16.048,9908100.0,-90.012
2.4,16.069,9912840.0,-90.011
2.5,16.064,9910230.0,-89.996
2.6,16.058,9914490.0,-90.014
2.7,16.066,9914330.0,-89.979
2.8,16.071,9911750.0,-89.962
2.9,16.049,9904320.0,-90.062
3.0,16.07,9909770.0,-90.032
