Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.075,9898850.0,-90.189
-1.9,16.069,9897340.0,-90.198
-1.8,16.067,9896060.0,-90.197
-1.7,16.066,9896890.0,-90.18
-1.6,16.079,9895580.0,-90.268
-1.5,16.079,9904320.0,-90.227
-1.4,16.072,9898560.0,-90.182
-1.3,16.074,9900120.0,-90.189
-1.2,16.069,9901000.0,-90.198
-1.1,16.093,9891840.0,-90.241
-1.0,16.083,9898070.0,-90.233
-0.9,16.073,9901410.0,-90.212
-0.8,16.072,9904620.0,-90.221
-0.7,16.074,9903040.0,-90.24
-0.6,16.091,9897760.0,-90.185
-0.5,16.086,9896140.0,-90.224
-0.4,16.076,9899460.0,-90.255
-0.3,16.081,9900820.0,-90.261
-0.2,16.077,9897550.0,-90.252
-0.1,16.09,9901490.0,-90.212
0.0,16.087,9894160.0,-90.228
0.1,16.078,9894990.0,-90.225
0.2,16.08,9891000.0,-90.21
0.3,16.076,9892410.0,-90.215
0.4,16.088,9899700.0,-90.244
0.5,16.079,9896540.0,-90.219
0.6,16.082,9891300.0,-90.204
0.7,16.079,9892660.0,-90.208
0.8,16.076,9894150.0,-90.203
0.9,16.096,9897440.0,-90.233
1.0,16.076,9896020.0,-90.207
1.1,16.071,9898750.0,-90.194
1.2,16.073,9900860.0,-90.19
1.3,16.073,9901060.0,-90.209
1.4,16.085,9894700.0,-90.216
1.5,16.079,9896630.0,-90.206
1.6,16.067,9902770.0,-90.219
1.7,16.071,9902680.0,-90.214
1.8,16.07,9902480.0,-90.222
1.9,16.085,9894210.0,-90.211
2.0,16.086,9900680.0,-90.22
2.1,16.07,9900100.0,-90.222
2.2,16.069,9898220.0,-90.217
2.3,16.071,9899180.0,-90.222
2.4,16.076,9900890.0,-90.208
2.5,16.08,9904270.0,-90.228
2.6,16.071,9897060.0,-90.23
2.7,16.073,9896360.0,-90.223
2.8,16.076,9896810.0,-90.237
2.9,16.078,9902480.0,-90.245
3.0,16.081,9897310.0,-90.251
