Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,13.51,11774400.0,-90.258
-1.9,13.508,11774900.0,-90.248
-1.8,13.509,11773000.0,-90.247
-1.7,13.512,11779400.0,-90.263
-1.6,13.516,11772100.0,-90.257
-1.5,13.513,11775300.0,-90.266
-1.4,13.513,11776100.0,-90.262
-1.3,13.512,11771500.0,-90.262
-1.2,13.51,11778000.0,-90.246
-1.1,13.513,11771800.0,-90.243
-1.0,13.519,11778100.0,-90.265
-0.9,13.515,11777300.0,-90.263
-0.8,13.515,11779100.0,-90.272
-0.7,13.521,11777600.0,-90.267
-0.6,13.512,11779700.0,-90.255
-0.5,13.513,11780400.0,-90.247
-0.4,13.522,11776700.0,-90.275
-0.3,13.523,11777400.0,-90.267
-0.2,13.518,11779800.0,-90.272
-0.1,13.518,11779400.0,-90.245
0.0,13.517,11777500.0,-90.253
0.1,13.513,11772600.0,-90.267
0.2,13.516,11773300.0,-90.255
0.3,13.513,11781700.0,-90.256
0.4,13.513,11780900.0,-90.27
0.5,13.512,11778400.0,-90.265
0.6,13.517,11776500.0,-90.254
0.7,13.512,11779200.0,-90.264
0.8,13.512,11783800.0,-90.269
0.9,13.517,11778100.0,-90.275
1.0,13.506,11778000.0,-90.296
1.1,13.509,11779700.0,-90.272
1.2,13.512,11778900.0,-90.273
1.3,13.513,11779500.0,-90.288
1.4,13.51,11772200.0,-90.285
1.5,13.514,11772400.0,-90.293
1.6,13.51,11778000.0,-90.293
1.7,13.507,11774400.0,-90.284
1.8,13.512,11775600.0,-90.281
1.9,13.51,11773600.0,-90.271
2.0,13.513,11768800.0,-90.279
2.1,13.513,11775700.0,-90.301
2.2,13.516,11772900.0,-90.295
2.3,13.515,11770900.0,-90.262
2.4,13.51,11771000.0,-90.257
2.5,13.51,11772100.0,-90.259
2.6,13.512,11771200.0,-90.268
2.7,13.513,11771700.0,-90.269
2.8,13.512,11771200.0,-90.246
2.9,13.514,11773000.0,-90.266
3.0,13.514,11779700.0,-90.251
