Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.275,10426700.0,-90.3
-1.9,15.281,10430800.0,-90.28
-1.8,15.27,10427400.0,-90.274
-1.7,15.268,10428200.0,-90.251
-1.6,15.278,10428300.0,-90.249
-1.5,15.239,10436800.0,-90.265
-1.4,15.243,10432400.0,-90.234
-1.3,15.244,10433400.0,-90.246
-1.2,15.241,10433800.0,-90.18
-1.1,15.261,10414500.0,-90.271
-1.0,15.259,10424700.0,-90.252
-0.9,15.243,10416000.0,-90.236
-0.8,15.252,10410200.0,-90.245
-0.7,15.257,10409300.0,-90.235
-0.6,15.237,10431800.0,-90.305
-0.5,15.259,10421500.0,-90.259
-0.4,15.281,10421100.0,-90.337
-0.3,15.29,10425900.0,-90.351
-0.2,15.284,10434500.0,-90.32
-0.1,15.262,10428900.0,-90.204
0.0,15.26,10423600.0,-90.243
0.1,15.257,10439900.0,-90.218
0.2,15.249,10430900.0,-90.172
0.3,15.246,10418500.0,-90.183
0.4,15.285,10433800.0,-90.326
0.5,15.255,10431800.0,-90.194
0.6,15.241,10424700.0,-90.303
0.7,15.243,10426600.0,-90.296
0.8,15.247,10433300.0,-90.274
0.9,15.257,10423200.0,-90.197
1.0,15.26,10425400.0,-90.343
1.1,15.271,10428500.0,-90.234
1.2,15.274,10428700.0,-90.197
1.3,15.276,10430700.0,-90.266
1.4,15.253,10433900.0,-90.297
1.5,15.275,10416500.0,-90.191
1.6,15.275,10431600.0,-90.26
1.7,15.273,10431800.0,-90.277
1.8,15.273,10428400.0,-90.286
1.9,15.264,10422900.0,-90.267
2.0,15.249,10435900.0,-90.256
2.1,15.254,10430100.0,-90.235
2.2,15.247,10418700.0,-90.216
2.3,15.248,10416900.0,-90.247
2.4,15.261,10441000.0,-90.261
2.5,15.241,10420200.0,-90.239
2.6,15.247,10438800.0,-90.284
2.7,15.256,10438500.0,-90.276
2.8,15.253,10429400.0,-90.209
2.9,15.266,10412200.0,-90.315
3.0,15.232,10431400.0,-90.236
