Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.007,9951530.0,-90.026
-1.9,15.995,9950740.0,-89.993
-1.8,15.993,9945540.0,-90.0
-1.7,15.996,9945660.0,-90.005
-1.6,15.999,9955540.0,-89.999
-1.5,16.005,9950580.0,-90.0
-1.4,15.997,9954760.0,-90.014
-1.3,15.997,9956140.0,-90.005
-1.2,15.998,9957410.0,-89.989
-1.1,15.999,9944510.0,-89.987
-1.0,16.001,9951670.0,-89.999
-0.9,16.01,9950660.0,-89.934
-0.8,16.012,9946030.0,-89.96
-0.7,16.006,9944820.0,-89.988
-0.6,15.99,9959720.0,-90.019
-0.5,15.987,9954570.0,-89.972
-0.4,15.984,9954200.0,-90.028
-0.3,15.982,9958410.0,-90.027
-0.2,15.976,9962900.0,-90.023
-0.1,15.997,9949740.0,-89.988
0.0,15.995,9953000.0,-90.045
0.1,15.985,9956880.0,-89.975
0.2,15.986,9950910.0,-89.96
0.3,15.993,9947720.0,-89.988
0.4,15.995,9955360.0,-90.045
0.5,15.99,9952950.0,-89.963
0.6,16.009,9948550.0,-90.06
0.7,16.006,9953430.0,-90.06
0.8,16.005,9956090.0,-90.029
0.9,15.988,9947950.0,-89.979
1.0,15.993,9944290.0,-90.055
1.1,15.989,9947920.0,-90.001
1.2,15.991,9948050.0,-89.997
1.3,15.993,9947830.0,-90.007
1.4,16.001,9952440.0,-90.015
1.5,16.001,9950250.0,-89.993
1.6,15.991,9949910.0,-90.007
1.7,15.989,9951330.0,-89.995
1.8,15.994,9952540.0,-90.012
1.9,15.998,9946680.0,-90.048
2.0,15.981,9946520.0,-90.047
2.1,16.001,9948030.0,-90.012
2.2,16.003,9948830.0,-90.019
2.3,15.996,9953200.0,-90.028
2.4,15.989,9949090.0,-89.965
2.5,15.998,9952230.0,-89.998
2.6,15.992,9955770.0,-89.975
2.7,15.993,9956400.0,-89.969
2.8,15.995,9954360.0,-89.961
2.9,16.002,9946980.0,-90.028
3.0,16.002,9951670.0,-90.032
