Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.729,10806800.0,-90.266
-1.9,14.734,10803400.0,-90.253
-1.8,14.73,10803400.0,-90.252
-1.7,14.734,10802800.0,-90.271
-1.6,14.736,10800000.0,-90.269
-1.5,14.74,10802100.0,-90.269
-1.4,14.745,10803100.0,-90.266
-1.3,14.741,10804500.0,-90.283
-1.2,14.743,10805100.0,-90.27
-1.1,14.733,10797400.0,-90.272
-1.0,14.74,10802600.0,-90.298
-0.9,14.746,10797500.0,-90.272
-0.8,14.747,10799900.0,-90.278
-0.7,14.741,10801900.0,-90.264
-0.6,14.742,10800500.0,-90.271
-0.5,14.736,10793800.0,-90.281
-0.4,14.732,10800600.0,-90.282
-0.3,14.735,10795800.0,-90.281
-0.2,14.733,10798000.0,-90.294
-0.1,14.729,10801900.0,-90.27
0.0,14.737,10797700.0,-90.224
0.1,14.75,10793600.0,-90.259
0.2,14.745,10793700.0,-90.246
0.3,14.74,10793600.0,-90.248
0.4,14.747,10797200.0,-90.285
0.5,14.738,10802200.0,-90.257
0.6,14.727,10797000.0,-90.234
0.7,14.729,10797600.0,-90.228
0.8,14.733,10804900.0,-90.238
0.9,14.729,10794100.0,-90.247
1.0,14.735,10796100.0,-90.289
1.1,14.739,10804600.0,-90.268
1.2,14.745,10801000.0,-90.271
1.3,14.745,10802100.0,-90.282
1.4,14.732,10802000.0,-90.228
1.5,14.739,10793900.0,-90.229
1.6,14.736,10799700.0,-90.272
1.7,14.737,10798000.0,-90.273
1.8,14.73,10796000.0,-90.271
1.9,14.741,10803000.0,-90.278
2.0,14.729,10804100.0,-90.25
2.1,14.73,10793200.0,-90.233
2.2,14.729,10797400.0,-90.225
2.3,14.735,10799900.0,-90.222
2.4,14.737,10797000.0,-90.27
2.5,14.735,10802400.0,-90.286
2.6,14.737,10808300.0,-90.252
2.7,14.74,10808100.0,-90.269
2.8,14.74,10807800.0,-90.249
2.9,14.735,10798300.0,-90.234
3.0,14.743,10800500.0,-90.273
