Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.423,9684960.0,-90.154
-1.9,16.426,9684490.0,-90.181
-1.8,16.44,9684400.0,-90.184
-1.7,16.45,9684290.0,-90.164
-1.6,16.429,9679130.0,-90.256
-1.5,16.431,9680710.0,-90.268
-1.4,16.454,9689970.0,-90.177
-1.3,16.45,9687210.0,-90.163
-1.2,16.448,9690120.0,-90.196
-1.1,16.422,9673290.0,-90.176
-1.0,16.441,9668250.0,-90.229
-0.9,16.416,9690730.0,-90.272
-0.8,16.413,9686330.0,-90.274
-0.7,16.419,9688500.0,-90.284
-0.6,16.453,9690590.0,-90.163
-0.5,16.436,9683640.0,-90.149
-0.4,16.445,9672550.0,-90.264
-0.3,16.448,9670900.0,-90.242
-0.2,16.453,9664830.0,-90.218
-0.1,16.437,9683290.0,-90.27
0.0,16.432,9685930.0,-90.21
0.1,16.45,9669310.0,-90.169
0.2,16.442,9670000.0,-90.154
0.3,16.441,9672240.0,-90.139
0.4,16.423,9671130.0,-90.212
0.5,16.45,9677700.0,-90.255
0.6,16.419,9692150.0,-90.177
0.7,16.419,9695090.0,-90.195
0.8,16.417,9696940.0,-90.194
0.9,16.44,9676710.0,-90.141
1.0,16.451,9679310.0,-90.202
1.1,16.422,9693480.0,-90.242
1.2,16.43,9690700.0,-90.234
1.3,16.429,9691830.0,-90.229
1.4,16.434,9692230.0,-90.167
1.5,16.441,9682110.0,-90.164
1.6,16.424,9685160.0,-90.253
1.7,16.429,9677090.0,-90.27
1.8,16.429,9677500.0,-90.281
1.9,16.427,9695580.0,-90.23
2.0,16.428,9681450.0,-90.198
2.1,16.427,9673010.0,-90.26
2.2,16.43,9677820.0,-90.242
2.3,16.44,9671080.0,-90.255
2.4,16.446,9686880.0,-90.258
2.5,16.448,9685600.0,-90.192
2.6,16.437,9672320.0,-90.205
2.7,16.437,9674320.0,-90.202
2.8,16.434,9674460.0,-90.197
2.9,16.439,9681780.0,-90.268
3.0,16.458,9685390.0,-90.222
