Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.633,10177200.0,-90.222
-1.9,15.623,10175600.0,-90.23
-1.8,15.624,10176300.0,-90.21
-1.7,15.627,10179200.0,-90.19
-1.6,15.621,10177900.0,-90.217
-1.5,15.626,10185100.0,-90.193
-1.4,15.634,10179200.0,-90.211
-1.3,15.631,10179700.0,-90.209
-1.2,15.622,10181900.0,-90.202
-1.1,15.628,10183400.0,-90.222
-1.0,15.63,10180000.0,-90.192
-0.9,15.633,10182400.0,-90.227
-0.8,15.636,10180700.0,-90.207
-0.7,15.634,10180800.0,-90.193
-0.6,15.635,10179100.0,-90.216
-0.5,15.628,10180900.0,-90.254
-0.4,15.619,10190700.0,-90.21
-0.3,15.62,10185100.0,-90.24
-0.2,15.627,10183100.0,-90.266
-0.1,15.629,10184900.0,-90.212
0.0,15.636,10183400.0,-90.211
0.1,15.636,10175300.0,-90.211
0.2,15.635,10178800.0,-90.203
0.3,15.628,10183000.0,-90.207
0.4,15.638,10179800.0,-90.215
0.5,15.627,10180700.0,-90.234
0.6,15.631,10183800.0,-90.257
0.7,15.635,10177900.0,-90.26
0.8,15.639,10177800.0,-90.258
0.9,15.634,10184200.0,-90.242
1.0,15.643,10181600.0,-90.22
1.1,15.632,10178600.0,-90.196
1.2,15.635,10181600.0,-90.211
1.3,15.642,10183500.0,-90.24
1.4,15.631,10180100.0,-90.222
1.5,15.625,10185400.0,-90.254
1.6,15.628,10178700.0,-90.232
1.7,15.624,10178600.0,-90.241
1.8,15.623,10180100.0,-90.238
1.9,15.625,10177700.0,-90.24
2.0,15.631,10177500.0,-90.213
2.1,15.635,10182400.0,-90.227
2.2,15.639,10183200.0,-90.226
2.3,15.629,10176400.0,-90.227
2.4,15.636,10182000.0,-90.205
2.5,15.632,10181700.0,-90.232
2.6,15.621,10178200.0,-90.207
2.7,15.624,10181300.0,-90.208
2.8,15.634,10182100.0,-90.195
2.9,15.627,10179000.0,-90.205
3.0,15.635,10177300.0,-90.216
