Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.575,10223900.0,-90.251
-1.9,15.577,10223300.0,-90.21
-1.8,15.576,10221500.0,-90.218
-1.7,15.575,10222500.0,-90.238
-1.6,15.575,10215300.0,-90.24
-1.5,15.572,10215700.0,-90.263
-1.4,15.579,10217100.0,-90.225
-1.3,15.578,10214900.0,-90.218
-1.2,15.581,10211800.0,-90.227
-1.1,15.575,10214200.0,-90.283
-1.0,15.569,10217300.0,-90.229
-0.9,15.575,10205700.0,-90.247
-0.8,15.573,10207600.0,-90.25
-0.7,15.573,10210100.0,-90.279
-0.6,15.575,10221600.0,-90.219
-0.5,15.567,10214400.0,-90.203
-0.4,15.575,10213900.0,-90.277
-0.3,15.576,10216000.0,-90.25
-0.2,15.576,10218400.0,-90.256
-0.1,15.581,10214600.0,-90.218
0.0,15.578,10209600.0,-90.231
0.1,15.577,10221600.0,-90.219
0.2,15.575,10221100.0,-90.21
0.3,15.579,10219700.0,-90.201
0.4,15.585,10213700.0,-90.254
0.5,15.587,10220100.0,-90.251
0.6,15.577,10212600.0,-90.203
0.7,15.579,10214000.0,-90.222
0.8,15.581,10214000.0,-90.235
0.9,15.582,10220300.0,-90.236
1.0,15.59,10222300.0,-90.222
1.1,15.584,10216900.0,-90.249
1.2,15.582,10216400.0,-90.244
1.3,15.584,10217700.0,-90.254
1.4,15.578,10216300.0,-90.207
1.5,15.581,10212400.0,-90.245
1.6,15.583,10216900.0,-90.234
1.7,15.584,10216700.0,-90.242
1.8,15.581,10217000.0,-90.236
1.9,15.572,10222800.0,-90.236
2.0,15.569,10220800.0,-90.233
2.1,15.574,10220000.0,-90.26
2.2,15.572,10218500.0,-90.239
2.3,15.574,10220300.0,-90.243
2.4,15.572,10217600.0,-90.237
2.5,15.573,10218500.0,-90.219
2.6,15.571,10215600.0,-90.218
2.7,15.573,10216600.0,-90.215
2.8,15.568,10217700.0,-90.23
2.9,15.576,10212300.0,-90.254
3.0,15.577,10212200.0,-90.244
