Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.291,9761200.0,-90.016
-1.9,16.297,9771020.0,-90.045
-1.8,16.296,9771490.0,-90.009
-1.7,16.3,9772740.0,-90.013
-1.6,16.294,9763640.0,-89.99
-1.5,16.294,9767220.0,-90.024
-1.4,16.291,9764510.0,-89.992
-1.3,16.293,9760990.0,-90.013
-1.2,16.288,9763620.0,-90.002
-1.1,16.293,9775890.0,-90.023
-1.0,16.294,9769190.0,-89.982
-0.9,16.284,9770860.0,-90.039
-0.8,16.288,9770420.0,-90.007
-0.7,16.297,9772070.0,-89.997
-0.6,16.294,9767560.0,-90.028
-0.5,16.286,9769750.0,-90.047
-0.4,16.299,9765460.0,-90.014
-0.3,16.294,9765110.0,-90.025
-0.2,16.292,9767730.0,-90.021
-0.1,16.286,9767620.0,-90.037
0.0,16.291,9768170.0,-90.004
0.1,16.288,9770060.0,-89.999
0.2,16.291,9766890.0,-90.019
0.3,16.287,9766560.0,-90.029
0.4,16.3,9766910.0,-90.019
0.5,16.291,9767940.0,-90.04
0.6,16.301,9769920.0,-90.024
0.7,16.297,9771780.0,-90.019
0.8,16.299,9768400.0,-90.014
0.9,16.29,9763910.0,-90.019
1.0,16.298,9765960.0,-90.014
1.1,16.298,9763110.0,-90.005
1.2,16.3,9762910.0,-90.025
1.3,16.3,9764500.0,-90.049
1.4,16.295,9773930.0,-89.996
1.5,16.3,9764760.0,-89.992
1.6,16.302,9769860.0,-90.02
1.7,16.306,9768240.0,-89.994
1.8,16.296,9765750.0,-89.981
1.9,16.293,9764970.0,-90.036
2.0,16.293,9771960.0,-90.013
2.1,16.297,9763470.0,-89.996
2.2,16.297,9765200.0,-90.012
2.3,16.297,9764720.0,-90.021
2.4,16.289,9770600.0,-90.012
2.5,16.294,9764750.0,-89.986
2.6,16.294,9769060.0,-90.025
2.7,16.292,9772750.0,-90.014
2.8,16.285,9774430.0,-90.01
2.9,16.298,9764680.0,-89.99
3.0,16.286,9765630.0,-90.039
