Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.844,9454890.0,-90.141
-1.9,16.844,9451430.0,-90.179
-1.8,16.841,9454530.0,-90.205
-1.7,16.844,9454960.0,-90.189
-1.6,16.834,9461820.0,-90.184
-1.5,16.826,9460950.0,-90.147
-1.4,16.844,9456910.0,-90.19
-1.3,16.841,9457680.0,-90.2
-1.2,16.838,9459240.0,-90.189
-1.1,16.833,9460790.0,-90.135
-1.0,16.825,9452230.0,-90.158
-0.9,16.838,9461090.0,-90.182
-0.8,16.838,9459840.0,-90.202
-0.7,16.833,9459680.0,-90.193
-0.6,16.835,9459700.0,-90.159
-0.5,16.829,9451250.0,-90.167
-0.4,16.842,9461280.0,-90.206
-0.3,16.844,9457810.0,-90.196
-0.2,16.842,9459140.0,-90.208
-0.1,16.828,9460590.0,-90.182
0.0,16.828,9450850.0,-90.204
0.1,16.845,9456350.0,-90.19
0.2,16.841,9457130.0,-90.164
0.3,16.847,9459120.0,-90.159
0.4,16.817,9455720.0,-90.205
0.5,16.829,9453480.0,-90.206
0.6,16.846,9457500.0,-90.168
0.7,16.847,9459590.0,-90.166
0.8,16.846,9456750.0,-90.167
0.9,16.819,9455090.0,-90.195
1.0,16.832,9456790.0,-90.226
1.1,16.84,9455560.0,-90.163
1.2,16.839,9459500.0,-90.173
1.3,16.834,9459250.0,-90.17
1.4,16.822,9455220.0,-90.159
1.5,16.838,9456280.0,-90.202
1.6,16.822,9455340.0,-90.192
1.7,16.827,9459910.0,-90.192
1.8,16.825,9458610.0,-90.184
1.9,16.831,9459560.0,-90.149
2.0,16.841,9457610.0,-90.175
2.1,16.825,9458520.0,-90.196
2.2,16.826,9457860.0,-90.177
2.3,16.828,9457220.0,-90.18
2.4,16.829,9456440.0,-90.176
2.5,16.844,9464190.0,-90.163
2.6,16.821,9458770.0,-90.175
2.7,16.816,9459910.0,-90.152
2.8,16.817,9459950.0,-90.166
2.9,16.831,9457300.0,-90.173
3.0,16.833,9465860.0,-90.193
