Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.783,10088500.0,-90.219
-1.9,15.785,10088800.0,-90.213
-1.8,15.779,10088400.0,-90.211
-1.7,15.78,10088700.0,-90.218
-1.6,15.781,10087800.0,-90.211
-1.5,15.772,10083700.0,-90.234
-1.4,15.78,10094600.0,-90.232
-1.3,15.78,10094100.0,-90.224
-1.2,15.777,10089300.0,-90.24
-1.1,15.783,10090000.0,-90.226
-1.0,15.773,10092100.0,-90.198
-0.9,15.773,10085700.0,-90.243
-0.8,15.773,10084100.0,-90.233
-0.7,15.771,10086800.0,-90.238
-0.6,15.783,10087900.0,-90.238
-0.5,15.78,10090200.0,-90.272
-0.4,15.772,10090400.0,-90.201
-0.3,15.768,10090900.0,-90.211
-0.2,15.772,10090100.0,-90.223
-0.1,15.784,10085900.0,-90.219
0.0,15.775,10085400.0,-90.24
0.1,15.769,10087900.0,-90.258
0.2,15.77,10087900.0,-90.259
0.3,15.772,10085900.0,-90.259
0.4,15.785,10091900.0,-90.251
0.5,15.781,10091800.0,-90.222
0.6,15.776,10083400.0,-90.225
0.7,15.774,10082200.0,-90.207
0.8,15.777,10082300.0,-90.21
0.9,15.77,10085900.0,-90.248
1.0,15.78,10088100.0,-90.249
1.1,15.784,10086700.0,-90.204
1.2,15.784,10087300.0,-90.185
1.3,15.79,10090500.0,-90.185
1.4,15.776,10082200.0,-90.192
1.5,15.784,10083100.0,-90.217
1.6,15.783,10094500.0,-90.202
1.7,15.778,10091300.0,-90.206
1.8,15.778,10094600.0,-90.212
1.9,15.776,10089100.0,-90.179
2.0,15.772,10086700.0,-90.173
2.1,15.769,10087000.0,-90.241
2.2,15.771,10085800.0,-90.255
2.3,15.769,10086000.0,-90.246
2.4,15.767,10098100.0,-90.218
2.5,15.771,10092800.0,-90.225
2.6,15.776,10085200.0,-90.231
2.7,15.777,10086000.0,-90.228
2.8,15.773,10086400.0,-90.23
2.9,15.775,10090800.0,-90.275
3.0,15.777,10091000.0,-90.225
