Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.539,10939100.0,-90.245
-1.9,14.543,10933900.0,-90.222
-1.8,14.549,10938700.0,-90.21
-1.7,14.546,10941000.0,-90.22
-1.6,14.557,10923400.0,-90.251
-1.5,14.559,10921900.0,-90.3
-1.4,14.553,10953800.0,-90.274
-1.3,14.553,10945700.0,-90.293
-1.2,14.552,10937800.0,-90.315
-1.1,14.551,10949500.0,-90.249
-1.0,14.561,10939000.0,-90.206
-0.9,14.552,10924800.0,-90.29
-0.8,14.551,10921600.0,-90.241
-0.7,14.548,10928100.0,-90.193
-0.6,14.558,10924200.0,-90.31
-0.5,14.552,10942100.0,-90.316
-0.4,14.545,10945600.0,-90.204
-0.3,14.544,10950300.0,-90.233
-0.2,14.544,10946700.0,-90.235
-0.1,14.558,10937700.0,-90.157
0.0,14.551,10939500.0,-90.234
0.1,14.545,10948200.0,-90.314
0.2,14.542,10942300.0,-90.331
0.3,14.539,10936300.0,-90.31
0.4,14.551,10953600.0,-90.346
0.5,14.534,10940200.0,-90.272
0.6,14.543,10931400.0,-90.248
0.7,14.546,10941700.0,-90.211
0.8,14.544,10939600.0,-90.219
0.9,14.54,10927200.0,-90.271
1.0,14.534,10940600.0,-90.257
1.1,14.551,10940200.0,-90.297
1.2,14.553,10935700.0,-90.326
1.3,14.553,10933900.0,-90.296
1.4,14.542,10934200.0,-90.304
1.5,14.548,10921300.0,-90.256
1.6,14.555,10938500.0,-90.273
1.7,14.55,10938900.0,-90.278
1.8,14.552,10932100.0,-90.283
1.9,14.554,10938700.0,-90.269
2.0,14.573,10941100.0,-90.344
2.1,14.552,10935800.0,-90.269
2.2,14.552,10940500.0,-90.25
2.3,14.551,10938600.0,-90.273
2.4,14.552,10944300.0,-90.238
2.5,14.552,10938900.0,-90.202
2.6,14.551,10927000.0,-90.245
2.7,14.551,10924000.0,-90.206
2.8,14.555,10932900.0,-90.192
2.9,14.559,10925700.0,-90.237
3.0,14.534,10926500.0,-90.279
