Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.798,10077300.0,-90.218
-1.9,15.801,10080100.0,-90.209
-1.8,15.794,10084200.0,-90.228
-1.7,15.792,10082100.0,-90.232
-1.6,15.792,10082200.0,-90.205
-1.5,15.799,10074700.0,-90.19
-1.4,15.809,10073300.0,-90.245
-1.3,15.808,10071300.0,-90.213
-1.2,15.8,10074500.0,-90.186
-1.1,15.804,10073500.0,-90.22
-1.0,15.798,10078500.0,-90.24
-0.9,15.789,10080600.0,-90.224
-0.8,15.786,10081800.0,-90.242
-0.7,15.797,10076400.0,-90.256
-0.6,15.788,10084900.0,-90.232
-0.5,15.794,10082000.0,-90.232
-0.4,15.781,10076900.0,-90.191
-0.3,15.788,10080700.0,-90.174
-0.2,15.793,10084300.0,-90.21
-0.1,15.791,10079300.0,-90.19
0.0,15.795,10080900.0,-90.234
0.1,15.79,10082200.0,-90.231
0.2,15.79,10077500.0,-90.233
0.3,15.79,10079200.0,-90.239
0.4,15.79,10079600.0,-90.221
0.5,15.788,10078700.0,-90.205
0.6,15.787,10078400.0,-90.238
0.7,15.787,10079500.0,-90.249
0.8,15.794,10081200.0,-90.25
0.9,15.785,10076800.0,-90.224
1.0,15.791,10076900.0,-90.257
1.1,15.796,10078000.0,-90.245
1.2,15.787,10078100.0,-90.266
1.3,15.785,10078100.0,-90.251
1.4,15.786,10082600.0,-90.226
1.5,15.79,10085300.0,-90.205
1.6,15.799,10073600.0,-90.228
1.7,15.799,10079800.0,-90.209
1.8,15.792,10082300.0,-90.181
1.9,15.802,10070600.0,-90.221
2.0,15.787,10074000.0,-90.223
2.1,15.794,10080900.0,-90.256
2.2,15.797,10076500.0,-90.269
2.3,15.792,10071800.0,-90.231
2.4,15.799,10074100.0,-90.264
2.5,15.791,10078300.0,-90.239
2.6,15.785,10084300.0,-90.199
2.7,15.788,10084000.0,-90.211
2.8,15.791,10081600.0,-90.244
2.9,15.799,10082100.0,-90.204
3.0,15.799,10074500.0,-90.212
