Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,16.085,9898030.0,-90.215
-1.9,16.074,9899580.0,-90.206
-1.8,16.08,9899650.0,-90.216
-1.7,16.077,9898560.0,-90.22
-1.6,16.078,9896270.0,-90.216
-1.5,16.078,9898640.0,-90.208
-1.4,16.079,9897910.0,-90.218
-1.3,16.082,9897970.0,-90.237
-1.2,16.079,9898840.0,-90.221
-1.1,16.079,9894610.0,-90.216
-1.0,16.078,9897340.0,-90.233
-0.9,16.082,9895950.0,-90.233
-0.8,16.081,9898180.0,-90.245
-0.7,16.085,9894240.0,-90.233
-0.6,16.074,9895300.0,-90.203
-0.5,16.079,9897590.0,-90.234
-0.4,16.085,9894260.0,-90.214
-0.3,16.084,9893150.0,-90.219
-0.2,16.083,9889760.0,-90.215
-0.1,16.078,9895170.0,-90.221
0.0,16.077,9893400.0,-90.227
0.1,16.082,9891080.0,-90.201
0.2,16.082,9889380.0,-90.196
0.3,16.083,9891010.0,-90.199
0.4,16.078,9893520.0,-90.214
0.5,16.084,9890210.0,-90.236
0.6,16.089,9893810.0,-90.196
0.7,16.084,9894700.0,-90.185
0.8,16.083,9895800.0,-90.199
0.9,16.083,9892460.0,-90.211
1.0,16.084,9890930.0,-90.217
1.1,16.089,9896700.0,-90.206
1.2,16.087,9897740.0,-90.206
1.3,16.087,9898880.0,-90.21
1.4,16.074,9893850.0,-90.195
1.5,16.083,9889590.0,-90.196
1.6,16.088,9897580.0,-90.219
1.7,16.088,9895730.0,-90.237
1.8,16.089,9895410.0,-90.246
1.9,16.075,9897290.0,-90.195
2.0,16.085,9896890.0,-90.195
2.1,16.087,9894550.0,-90.241
2.2,16.083,9893900.0,-90.23
2.3,16.079,9893340.0,-90.215
2.4,16.085,9899200.0,-90.216
2.5,16.085,9899540.0,-90.21
2.6,16.079,9894310.0,-90.206
2.7,16.074,9895150.0,-90.204
2.8,16.075,9896220.0,-90.188
2.9,16.083,9893950.0,-90.225
3.0,16.082,9896160.0,-90.243
