Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,14.442,11031300.0,-90.225
-1.9,14.442,11026600.0,-90.222
-1.8,14.433,11031300.0,-90.245
-1.7,14.429,11031200.0,-90.289
-1.6,14.446,11024200.0,-90.248
-1.5,14.449,11019800.0,-90.312
-1.4,14.446,11014200.0,-90.289
-1.3,14.451,11013600.0,-90.273
-1.2,14.453,11017300.0,-90.266
-1.1,14.456,11018800.0,-90.282
-1.0,14.444,11024500.0,-90.218
-0.9,14.423,11019000.0,-90.285
-0.8,14.434,11014700.0,-90.292
-0.7,14.446,11022900.0,-90.265
-0.6,14.423,11014600.0,-90.279
-0.5,14.435,11013200.0,-90.216
-0.4,14.451,11015800.0,-90.32
-0.3,14.438,11013800.0,-90.271
-0.2,14.432,11014500.0,-90.201
-0.1,14.441,11011800.0,-90.275
0.0,14.429,11012000.0,-90.291
0.1,14.437,11032700.0,-90.294
0.2,14.439,11013800.0,-90.327
0.3,14.441,11007700.0,-90.287
0.4,14.442,11013000.0,-90.325
0.5,14.443,11021100.0,-90.273
0.6,14.435,11029400.0,-90.225
0.7,14.434,11036100.0,-90.284
0.8,14.439,11027800.0,-90.323
0.9,14.438,11035600.0,-90.266
1.0,14.436,11021300.0,-90.28
1.1,14.437,11016900.0,-90.236
1.2,14.439,11022400.0,-90.227
1.3,14.433,11025600.0,-90.27
1.4,14.431,11027300.0,-90.237
1.5,14.443,11028600.0,-90.293
1.6,14.448,11021300.0,-90.259
1.7,14.45,11015600.0,-90.241
1.8,14.446,11025100.0,-90.255
1.9,14.448,11022000.0,-90.271
2.0,14.441,11022000.0,-90.209
2.1,14.433,11019200.0,-90.278
2.2,14.436,11016000.0,-90.28
2.3,14.444,11017800.0,-90.279
2.4,14.433,11011000.0,-90.287
2.5,14.436,11015400.0,-90.315
2.6,14.458,11031200.0,-90.279
2.7,14.45,11025300.0,-90.297
2.8,14.444,11021000.0,-90.331
2.9,14.457,11028100.0,-90.264
3.0,14.442,11020700.0,-90.231
