Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,15.16,10490600.0,-90.24
-1.9,15.169,10495500.0,-90.276
-1.8,15.163,10489900.0,-90.292
-1.7,15.168,10488600.0,-90.274
-1.6,15.163,10497400.0,-90.282
-1.5,15.154,10487500.0,-90.265
-1.4,15.168,10489300.0,-90.288
-1.3,15.169,10488700.0,-90.291
-1.2,15.164,10486400.0,-90.284
-1.1,15.161,10497500.0,-90.277
-1.0,15.161,10487400.0,-90.246
-0.9,15.164,10485900.0,-90.267
-0.8,15.159,10488600.0,-90.267
-0.7,15.16,10485700.0,-90.263
-0.6,15.163,10497600.0,-90.285
-0.5,15.16,10491900.0,-90.229
-0.4,15.155,10487500.0,-90.252
-0.3,15.159,10488900.0,-90.253
-0.2,15.161,10487600.0,-90.236
-0.1,15.164,10497100.0,-90.29
0.0,15.172,10491000.0,-90.231
0.1,15.16,10490600.0,-90.248
0.2,15.16,10492100.0,-90.245
0.3,15.164,10493400.0,-90.254
0.4,15.159,10494000.0,-90.279
0.5,15.176,10494700.0,-90.252
0.6,15.169,10493900.0,-90.239
0.7,15.173,10497000.0,-90.247
0.8,15.172,10492900.0,-90.247
0.9,15.159,10491000.0,-90.272
1.0,15.178,10494800.0,-90.248
1.1,15.168,10496100.0,-90.247
1.2,15.172,10496800.0,-90.235
1.3,15.171,10495200.0,-90.264
1.4,15.16,10494700.0,-90.258
1.5,15.169,10496700.0,-90.263
1.6,15.166,10493500.0,-90.269
1.7,15.169,10493800.0,-90.258
1.8,15.166,10493700.0,-90.257
1.9,15.165,10492900.0,-90.24
2.0,15.169,10495600.0,-90.29
2.1,15.159,10491500.0,-90.267
2.2,15.163,10493500.0,-90.268
2.3,15.159,10489800.0,-90.258
2.4,15.163,10491200.0,-90.26
2.5,15.164,10493400.0,-90.299
2.6,15.164,10492000.0,-90.271
2.7,15.164,10489000.0,-90.262
2.8,15.165,10492700.0,-90.263
2.9,15.16,10490600.0,-90.26
3.0,15.164,10487200.0,-90.275
