Voltage (V),Capacitance (F),Impedance (O),Phase Angle (D)
-2.0,13.897,11450700.0,-90.202
-1.9,13.892,11456400.0,-90.18
-1.8,13.89,11451800.0,-90.151
-1.7,13.894,11450200.0,-90.144
-1.6,13.899,11450900.0,-90.192
-1.5,13.893,11456700.0,-90.153
-1.4,13.897,11450900.0,-90.204
-1.3,13.894,11457900.0,-90.163
-1.2,13.899,11458200.0,-90.148
-1.1,13.895,11451500.0,-90.185
-1.0,13.901,11458100.0,-90.171
-0.9,13.891,11455900.0,-90.159
-0.8,13.899,11457000.0,-90.163
-0.7,13.903,11449800.0,-90.164
-0.6,13.893,11455100.0,-90.152
-0.5,13.898,11453600.0,-90.179
-0.4,13.901,11458700.0,-90.179
-0.3,13.896,11460700.0,-90.185
-0.2,13.896,11455700.0,-90.15
-0.1,13.903,11458000.0,-90.185
0.0,13.902,11455800.0,-90.167
0.1,13.9,11455500.0,-90.22
0.2,13.907,11456400.0,-90.185
0.3,13.905,11459600.0,-90.159
0.4,13.892,11452400.0,-90.213
0.5,13.897,11457100.0,-90.194
0.6,13.895,11449100.0,-90.214
0.7,13.889,11454000.0,-90.193
0.8,13.891,11456200.0,-90.188
0.9,13.903,11454300.0,-90.186
1.0,13.895,11455500.0,-90.208
1.1,13.9,11450700.0,-90.173
1.2,13.9,11452000.0,-90.171
1.3,13.897,11456000.0,-90.191
1.4,13.892,11505700.0,-90.196
1.5,13.899,11528100.0,-90.182
1.6,13.896,11540900.0,-90.175
1.7,13.894,11538200.0,-90.195
1.8,13.895,11544300.0,-90.199
1.9,13.892,11534700.0,-90.173
2.0,13.894,11505700.0,-90.178
2.1,13.892,11462500.0,-90.179
2.2,13.891,11455300.0,-90.156
2.3,13.896,11451500.0,-90.178
2.4,13.895,11455600.0,-90.174
2.5,13.893,11454600.0,-90.152
2.6,13.892,11453500.0,-90.183
2.7,13.887,11457800.0,-90.183
2.8,13.892,11456900.0,-90.173
2.9,13.901,11451300.0,-90.176
3.0,13.893,11457800.0,-90.178
